Date,CL,HO,HU,NG,LMAH,HG,GC,LMZS,SI,LMPB,PL,LMNI,LMSN,PA,W,C,CT,S,LC,KC,RR,BO,LH,SB,JE,CC,OL,JN,LB,WA,RS,JO,O,ZH,SM
19980101,17.64,49.08,52.81,2.264,1552,76.9,289.9,1107,5.933,564,370.8,6070,5420,203.15,325.75,265,67.07,670.5,66.45,162.45,10.72,24.79,57.7,12.22,12130,1630,794,81.7,282.9,143.7,380.9,80,149.75,4150,203.8
19980102,17.43,49.41,53.26,2.153,1552,76.2,289.4,1107,5.9,564,368,6070,5420,202.95,330.75,262.75,67.11,660.5,64.95,162.45,10.64,24.84,57.525,12.22,12130,1630,789,81.7,288.8,142.9,379.3,80,150.25,4150,199.6
19980105,16.89,47.92,51.86,2.207,1502,75.35,282.7,1082,5.873,559,364.4,5925,5370,203.05,331,265.75,67.54,667.25,63.925,170.7,10.52,24.79,57.2,12.02,12290,1596,793,78.2,283,144.5,381.6,78.4,153.25,4156,200.4
19980106,16.91,47.76,52.35,2.182,1504,75.4,282.3,1084,6.015,560,356.6,5820,5375,200,324.5,262.25,68.49,661.25,64.125,161.4,10.29,24.26,57.4,11.96,12210,1587,780,74,282.2,144.5,380.7,77.5,150.75,4081,199
19980107,16.82,47.33,51.94,2.145,1504,75,284.7,1089,5.973,562,363.5,5800,5290,205.3,329,263.5,67.73,669.75,64.225,162.1,10.33,24.5,57.65,11.82,12000,1614,757,72.8,284.3,145.2,380.5,77.75,151.75,4072,198.9
19980108,16.97,47.75,52.62,2.046,1492,74.6,281.8,1120,5.728,580,362.1,5810,5300,209.4,320.5,258.5,66.9,659.75,64.225,167.85,10.29,24.52,56.45,11.86,11890,1598,761,72.7,279.7,144.6,381.3,77.75,149.5,4080,194.3
19980109,16.63,46.7,52.81,2.046,1490,74.15,279.1,1087,5.593,570,364.1,5770,5245,215.4,321,259.75,66.04,664,64.25,162.05,10.27,24.6,57.025,11.79,11810,1564,753,73.6,278.6,143.7,382.3,78.9,148.5,4101,195.4
19980112,16.47,46.21,52.03,2.002,1472,74,278.9,1077,5.44,546,365.1,5685,5105,224.4,321.75,258.25,65.58,664.75,64.175,159.7,10.08,24.38,57.6,11.46,11980,1541,732,76.6,278.2,143,381.9,86.15,147.75,4109,196.7
19980113,16.43,46.09,51.39,2.014,1504,76.1,283.8,1124,5.653,547,375.2,5700,5230,236.4,334,270.25,65.46,671,65.15,164.45,10.21,24.52,57.9,11.51,12160,1536,752,74.1,280.2,144.5,387,87.6,151.5,4181,198.4
19980114,16.45,46.28,51.05,2.016,1512,76.5,282.4,1142,5.658,542,391.5,5725,5205,239.55,329.5,273.75,65.88,664.75,65.4,164.8,10.26,24.48,57.55,11.54,12300,1547,750,77.4,285.5,144.4,382,89.05,150,4181,195.4
19980115,16.34,46.23,50.39,2.094,1507,77.2,286.4,1132,5.783,527,391.6,5605,5200,249,333.75,277.25,65.97,667.25,65.45,168.2,10.42,24.48,56.5,11.17,12300,1538,737,77.4,274.5,144.1,385,97.1,150,4181,198.5
19980116,16.51,46.75,50.99,2.176,1498,76.3,291.1,1152,5.758,528,377.6,5590,5185,240,334.25,277,66.18,667,66.425,167.05,10.49,24.55,56.25,11.2,12320,1552,735,79.9,294.7,144,384.6,94,150.75,4200,197.3
19980119,16.51,46.75,50.99,2.176,1503,76.3,291.1,1116,5.758,513,377.6,5440,5140,240,334.25,277,66.18,667,66.425,167.05,10.49,24.55,56.25,11.2,12390,1552,730,80.6,294.7,144.5,385.2,94.35,150.75,4302,197.3
19980120,16.42,46.39,50.85,2.115,1497,76.1,291.3,1146,5.643,528,378.5,5430,5170,230.85,332,278.25,66.38,678,65.95,178.05,10.43,25.25,57.325,11.12,12390,1594,718,85.2,284.7,144.3,395,94.1,151.25,4300,202.2
19980121,16.42,46.25,50.01,2.084,1505,76.5,293.3,1138,5.773,524,382.5,5455,5180,233.5,330,276,66.13,660,65.95,177.5,10.405,25.18,57.15,11.28,12590,1583,698,85,285.5,143,395,95.2,149.75,4300,199.8
19980122,16.42,45.62,49.42,2.16,1526,78,291.3,1149,5.689,526,387.1,5400,5250,236.25,331,276,65.49,676,65.9,176.85,10.67,25.59,58.85,11.27,12870,1591,691,85,280.9,140.3,395.1,99.1,150.25,4304,196.1
19980123,15.74,44.44,49.52,2.117,1540,78.4,300.3,1185,5.864,531,387.2,5595,5265,231.2,334.25,275.5,64.77,670.25,66.7,178.8,10.605,25.76,58.85,11.23,13100,1591,689,85.7,287.2,138.8,394.8,98,147.75,4313,193.4
19980126,16.82,47.19,51.81,2.064,1532.5,78.8,297.1,1158,5.909,525,386.6,5430,5240,233,341.75,279,64.98,674.75,66.35,173.35,10.585,25.87,58.4,11.18,13030,1598,689,89,288.7,139.3,394.1,98.15,148,4500,194.7
19980127,16.98,47.25,52.06,2.042,1545,80.4,300.7,1171,6.074,528,392.5,5345,5250,231.55,341.25,276.5,65.15,679.5,65.25,170.8,10.56,25.79,57.825,11.03,13280,1645,680,91.8,298.7,140.2,396.6,97.9,149.25,4500,198.2
19980128,17.31,47.76,52.96,2.001,1530,79.85,306,1132,6.024,525,390.7,5335,5230,232,341.25,277.5,66.08,681,64.95,175.75,10.56,25.5,58,11.23,13480,1594,685,94.5,308.7,140.6,397.2,98.2,149,4490,199.1
19980129,17.82,49.28,54.96,2.101,1539,80,302.8,1140,6.03,528,387.7,5440,5220,233.4,338.75,275.5,65.89,679.25,65.15,177.1,10.505,25.19,57.275,11.23,13400,1590,685,93,302.3,140,396.5,100.3,148.5,4469,199.1
19980130,17.21,47.58,52.72,2.257,1532,78.75,302.9,1133,6.125,527,388.1,5430,5220,235.7,337.25,273,66.32,672.75,64.6,174.7,10.49,25.04,57.15,11.23,13380,1556,690,98.3,305.7,139.5,396,103.15,148,4446,195.9
19980202,17.05,47.38,52.64,2.329,1540,78.6,303.4,1118,6.248,530,392,5525,5215,239.15,343.5,275.5,67.2,677,63.45,178.2,10.455,25.25,55.95,11.23,13440,1564,695,97.3,314.5,139.5,402.6,98.65,148,4428,195.9
19980203,16.5,46.05,50.95,2.307,1514.5,76.3,295.8,1099,6.615,529,386.2,5430,5235,236.95,344.25,275,67.02,684.5,63.275,176.75,10.48,25.62,55.475,11.2,13240,1582,690,91.8,304.5,140.7,404.2,97.65,148,4449,196.8
19980204,16.37,45.54,49.86,2.299,1522,77,300,1109,7.02,535,396.5,5415,5275,239.3,341.75,272.75,66.55,681.5,63.4,180.1,10.565,25.65,55.65,11.12,13440,1571,696,94.2,309.2,140.7,406.5,97.6,148,4399,195.3
19980205,16.58,46.21,50.36,2.383,1519,76.4,299.5,1112,7.28,543,399.3,5525,5280,238.75,338.75,271.75,66.57,687.25,62.45,181.95,10.52,25.95,54.425,10.89,13450,1552,708,92.7,302.4,139.7,408.2,99.75,147.5,4367,195.7
19980206,16.7,46.33,51.16,2.359,1520,76.15,298.8,1102,7.06,538,396.5,5580,5280,239,334,270,66.37,686,61.8,177.55,10.54,26.03,54.85,10.71,13480,1553,719,92.5,312.4,137.7,407,100.45,147,4309,196.1
19980209,16.63,45.95,50.85,2.221,1509,74.95,300.6,1091,6.945,532,387.8,5595,5275,235.25,337.25,272,67.46,689.75,61.5,173.35,10.5,26.46,54.325,10.78,13490,1504,714,89.9,316.7,137.1,405.7,97.2,147.25,4281,197.2
19980210,16.43,45.44,51.13,2.268,1498,76.55,301.2,1090,7.1,527,390.9,5630,5275,234.4,338,273.75,67.53,693,61.525,168,10.52,26.63,52.7,10.88,13480,1515,727,88.9,320.5,137.2,407.1,96.55,146.25,4281,197.4
19980211,16.15,45.06,50.17,2.238,1509.5,76.7,300.7,1083,6.998,519,390.9,5690,5335,235.5,332.5,268.25,67.11,680.5,62.5,166.8,10.39,26.27,51.425,10.97,13480,1504,735,88.9,318,135.7,401.4,95.15,143.5,4281,192.7
19980212,15.96,44.57,49.48,2.288,1509.5,76.55,299.3,1081,7,524,388.4,5730,5305,237.65,333.5,270.5,66.81,682.5,63.575,168.2,10.38,26.52,51.075,11.01,13500,1475,745,91,316.2,137.1,403.7,95.2,144.5,4310,191.4
19980213,16.02,44.72,49.56,2.208,1504.5,75.7,300.6,1082,7.095,527,387.9,5710,5200,238.5,329.5,270.25,66.24,679,65.075,167.4,10.32,26.54,51.45,11,13670,1505,720,93.8,325.5,137.3,406.3,95.8,144.5,4305,189.7
19980216,16.02,44.72,49.56,2.208,1492,75.7,300.6,1051,7.095,521,387.9,5500,5210,238.5,329.5,270.25,66.24,679,65.075,167.4,10.32,26.54,51.45,11,13690,1505,708,97.1,325.5,137.5,407.2,95.8,144.5,4323,189.7
19980217,15.66,43.74,49.47,2.166,1467,75.15,298.6,1048,6.77,522,380.8,5460,5240,234.05,322.25,268,65.94,669.5,64.975,164.75,10.26,26.21,52.475,10.75,13670,1518,685,97.9,316.8,136.5,405.5,96.85,142,4384,186.5
19980218,16.25,45.34,50.94,2.238,1455.5,74.2,298.2,1043,6.565,522.5,377.7,5430,5290,229.9,322,267.75,65.43,671.75,64.225,171.25,10.14,26.87,52.4,10.58,13600,1516,692,97.2,310.4,135.6,408.1,96.7,142,4330,184.4
19980219,16.16,45.35,51.19,2.217,1456,75.15,299.8,1045,6.82,525,383.9,5520,5285,232.2,322.5,268.5,64.17,671.25,62.725,174.15,10.21,26.86,51.95,10.59,13560,1534,692,98.9,305.8,135.5,404.5,97.9,143.25,4302,183.3
19980220,16.15,44.72,50.41,2.198,1452,74,298.1,1048,6.523,518,379.2,5525,5340,233.3,323.25,266.5,63.9,666.75,61.225,175.05,10.27,27.01,52.2,10.37,13600,1506,685,100.4,307.8,135.5,403.9,100.5,143,4301,181.9
19980223,15.37,42.53,48.31,2.179,1433,72.65,294.1,1031,6.473,513,373.7,5400,5280,233.65,326,265.75,64.14,662.5,63.875,179.25,10.22,26.91,50.2,9.82,13670,1506,681,103.5,301.9,135.8,398.5,100.75,143.75,4203,179.7
19980224,15.31,42.67,47.56,2.216,1440.5,72.35,291.7,1043,6.335,523,373.8,5260,5280,235.75,320.5,263.25,63.1,653.25,64.475,173.55,10.19,26.44,49.2,9.73,13660,1516,680,98.5,297.5,133.7,388.5,97.4,143,4305,177.8
19980225,15.45,43.08,47.38,2.286,1447,74.75,292.1,1059,6.007,545,380,5260,5260,241.7,318.75,263.75,64,654.5,63.825,175,10.24,26.45,48.675,9.94,13000,1558,688,96.9,301,133.4,388.9,99.1,142,4300,177
19980226,15.35,43.15,47.59,2.284,1454,76,295.4,1044,6.145,546,382.6,5310,5315,237.95,321.5,262.25,64,649.75,64.675,170.8,10.25,26.58,48.575,9.62,13010,1577,706,93.9,295.5,133.9,396.7,98.7,139.5,4266,174.9
19980227,15.44,42.8,47.39,2.321,1467,75.8,300.1,1060,6.43,553,383.6,5380,5325,231.55,327.5,261.5,64.65,653,64.375,165.8,10.19,26.86,49.025,9.64,13190,1590,704,92.4,295.2,134.4,404,99.3,139,4250,176.3
19980302,15.34,42.92,50.83,2.292,1473,78.6,300.5,1065,6.51,554,388,5400,5365,235.6,329.75,265.5,65.95,651.5,65.075,162.5,10.03,26.6,48.7,9.98,13250,1584,713,90.3,295.2,133.8,399.5,100.75,140.5,4266,175.4
19980303,15.27,42.86,50.56,2.241,1453.5,77.4,298.5,1046,6.338,537,384,5335,5425,238.05,328.5,264.25,65.91,648.5,64.825,155,9.85,26.42,47.9,9.85,12990,1569,716,88.5,292.5,132.1,398,100.5,141,4289,175.7
19980304,15.32,42.93,50.31,2.228,1452,77.6,296.8,1039,6.303,539,384.5,5310,5400,241.35,326,266,65.68,650.25,64.6,154.05,9.88,26.15,47.875,9.81,12670,1600,703,86.5,294.1,131.5,404,101.25,139.5,4290,176.8
19980305,15.33,43.05,49.7,2.141,1458,79.5,294.1,1064,6.323,551,381.6,5430,5430,238.25,323.5,266.25,65.8,652.5,64.75,152,9.89,26.44,48.475,9.73,12960,1595,709,87,299.1,130.2,406.3,102.8,139.75,4285,173.9
19980306,14.91,42.15,48.3,2.129,1443,79.35,295.2,1047,6.035,549,379.3,5530,5490,238.75,325.5,267.75,66.23,660,65.05,148.9,9.83,26.46,48.25,9.73,12680,1612,703,87.3,303.3,129.5,401.7,103.5,140,4271,176.9
19980309,14.33,40.93,46.28,2.169,1448,79.25,295,1040,6.056,549,382.7,5450,5530,244.25,329,270,65.92,662.75,65.1,151.65,9.77,26.45,47.775,9.5,12790,1591,703,87.3,299.9,132.5,405.7,103.25,141.25,4260,177.8
19980310,14.26,40.83,46.25,2.137,1468,79.8,296.5,1048,6.268,550,388.5,5430,5520,252.25,332.5,272.75,68.21,665,65.2,150.85,9.82,26.84,47.65,9.39,12860,1578,705,89,298.5,133.4,404,103.5,141.5,4244,176.9
19980311,14.18,40.27,46.85,2.172,1462,79.9,295.1,1035,6.088,544,387.2,5410,5400,255.7,339,274,68.6,666.75,65.5,154.25,9.83,27.05,48.25,9.34,12790,1581,707,94,291.2,134.6,411,102.7,143.75,4230,177.4
19980312,14.2,40.26,47,2.134,1473,82.6,295.1,1057,6.148,559,387.9,5420,5290,261.5,338.5,273.75,69.95,663.25,65.575,152,9.85,27.2,48.775,9.25,12650,1610,708,92.9,287,134,406.5,106.7,142.5,4207,174.8
19980313,14.06,40.25,47.25,2.137,1464,82.1,295.9,1051,6.096,554,392.1,5465,5400,274,335.75,268,70.92,653.5,65.65,149.75,9.78,27.18,48.9,9.4,12700,1636,717,91.5,286,131.8,408.9,110.05,138.25,4221,171.3
19980316,13.28,38.52,45.24,2.155,1468,82.25,295.1,1095,6.056,558,402.5,5525,5490,279,330.75,271.75,70.54,654,64.95,153.4,9.62,26.9,48.025,9.44,12900,1610,715,92.5,308.3,131.7,406,110,137.75,4201,170.4
19980317,13.21,38.48,44.89,2.155,1478,81.7,292.3,1089,5.798,556,395.3,5590,5440,265,332.5,272.25,70.69,656.5,64.6,151.75,9.5,27.2,48.875,9.63,13020,1626,720,93.6,311.7,131.7,407.6,109.05,137.75,4200,170.8
19980318,14.34,41.05,48.65,2.239,1464,79.95,291.6,1059,5.891,555,409,5440,5445,266.1,327,272.25,70.17,653,65.575,149.75,9.41,27.6,50.775,9.78,13040,1613,714,87.6,309.7,131.5,412.5,108.6,138.5,4220,169
19980319,14.31,40.75,48.55,2.3,1463,79.35,292.1,1069,5.86,557,409.4,5500,5450,267.6,324,269.25,69.33,648,64.925,149.1,9.55,27.5,50.65,9.85,12900,1636,704,84.9,307.3,130.1,410.5,108.05,137.5,4241,164.8
19980320,14.32,40.7,49.38,2.343,1458.5,79.25,292.2,1080,6.114,564,412.3,5520,5470,271.85,320,264,69.37,643,64.775,146.7,9.57,27.33,51.6,9.88,12310,1660,708,85.4,311.2,129.3,408.5,109.8,135.25,4229,163.9
19980323,16.51,45.16,53.96,2.351,1453,80.95,299.5,1087,6.36,572,421.8,5640,5490,283.35,332.25,266.75,69.68,651.5,65.15,148.1,9.88,27.47,52.125,9.83,12150,1683,714,83.8,315.6,130.8,416.4,108.55,140.25,4200,168.8
19980324,15.92,44.05,51.46,2.33,1455,79.35,299.9,1086,6.32,568,415.4,5590,5470,289.45,331.25,265.5,69.36,651.5,64.8,146.4,9.94,27.46,51.95,9.93,12170,1649,712,81.9,319.9,131.2,418.9,108.7,141.5,4154,169.3
19980325,16.48,45.12,52.58,2.365,1462.5,78.25,299.4,1107,6.168,566,406.7,5560,5480,276.25,328.5,265,69.06,651,63.95,143.55,9.895,27.66,51.2,9.83,12560,1639,707,79.6,318.2,131.1,418.6,108,142,4070,167.4
19980326,16.83,45.73,53.82,2.338,1460,78.75,301.8,1102,6.348,579,416.4,5525,5545,285.7,320.25,261.5,69.51,652.75,63.275,146.25,10.035,27.91,51.3,9.8,11310,1650,690,85.1,319.2,130.6,419.2,105.85,139,4224,168.1
19980327,16.76,45.45,53.58,2.3,1458,78.85,303.1,1113,6.31,579,410.2,5525,5550,258.7,322.25,262.25,69.84,646.25,64.025,146.45,10.15,27.29,52.725,9.77,11310,1658,690,87.9,324.2,129.8,416.3,108.35,138.25,4220,167.6
19980330,16.21,44.18,51.97,2.409,1454,79.1,301.4,1122,6.295,579,407.4,5640,5560,253.75,325,267.75,70.23,649.75,63.75,146,10.14,27.23,53.475,9.86,11490,1636,687,89.6,322.3,129.4,417,106.65,139.25,4220,168.2
19980331,15.61,43.02,50.31,2.522,1447,79.3,300.5,1100,6.467,570,408.5,5565,5635,258.2,320.25,259,67.23,645,63.75,146.25,9.94,27.33,53.525,10.19,11610,1652,691,89.6,319,130.5,417.5,104.05,133.5,4220,164.8
19980401,15.54,43.18,51.18,2.501,1415,76.15,299.5,1095,6.33,575,409.5,5535,5640,260.5,314.5,254.5,67.46,643.25,64.625,143.75,9.9,27.19,52.35,9.95,11540,1626,695,90.1,314.2,129,414.8,102.05,130.75,4180,163.9
19980402,15.74,43.22,51.17,2.562,1409,76.75,301.9,1118,6.533,580,408.5,5455,5580,261,316.5,256,66.72,645.75,65.75,144.3,10.17,26.75,50.625,9.94,11510,1640,705,85.8,320.2,129.6,405,101.85,131,4180,166.3
19980403,15.99,43.97,51.76,2.556,1413,75.85,308,1116,6.575,588,418.2,5360,5630,265,311.25,253,65.56,637.25,66.275,140.55,10.12,26.48,50.2,9.91,11690,1642,697,87.4,330.2,128.1,399.7,102.85,125.5,4200,163.8
19980406,15.45,42.83,49.75,2.535,1419,76.3,309,1126,6.37,594,418,5390,5615,259,305.75,248,62.64,633,66.625,141.65,10.27,26.71,49.375,9.87,11670,1656,707,88.4,338,126.3,405.7,101.05,123.5,4230,161.1
19980407,15.22,42.46,49.58,2.668,1431.5,77.35,309.6,1142,6.377,584,420.5,5450,5595,259.2,302.5,247,62.22,628.5,67.175,142,10.26,26.95,50.05,9.78,11480,1647,699,88.3,335.5,128.1,408.9,97.65,124.25,4264,159.4
19980408,15.55,43.2,50.44,2.689,1430,78,308.8,1133,6.393,583,424.3,5390,5590,267.05,302.25,247.75,62.1,631.75,67.6,144.55,10.24,27.17,50.375,9.51,11430,1636,693,87.1,334.7,127.7,408.5,94.85,129,4300,160.1
19980409,15.56,43.33,50.28,2.657,1438.5,80.8,308,1146,6.4,585,429,5390,5590,270,298.5,249.5,62.4,633,68.475,146.3,10.205,27.88,50.675,9.53,11390,1607,696,89.9,334.1,127.6,415.3,94.1,130.75,4296,156.9
19980410,15.56,43.33,50.28,2.657,1438.5,80.8,308,1146,6.4,585,429,5390,5590,270,299,249.5,62.4,632.5,68.475,146.3,10.18,27.88,50.675,9.53,11340,1607,696,90.5,334.1,127.6,415.3,94.1,131,4346,156.8
19980413,15.32,42.81,49.82,2.479,1438.5,82,310.8,1146,6.353,585,434.1,5390,5590,278.05,300.5,245.25,62.28,627.25,68.125,153.4,10.085,27.53,51.375,9.3,11330,1570,696,91.7,335.4,126.1,413.3,96.35,128,4319,156.4
19980414,15.12,42.54,50.05,2.501,1452,81.65,307.9,1133,6.265,581,439.1,5500,5600,287.05,300.75,246.5,62.41,630.25,67.925,153.9,10.18,27.84,51.425,9.43,11390,1542,695,92.9,330,126.3,412.9,96.6,127.25,4299,156.6
19980415,15.46,43.62,51.45,2.521,1463,85.5,307.1,1122,6.3,580,426.9,5570,5570,279.1,305.25,251,62.89,639.5,67.1,152.05,10.15,27.76,51.425,9.35,11380,1549,670,93.6,328.5,127,413.1,93.15,129,4250,161.6
19980416,15.9,44.6,52.75,2.479,1457,83.3,308,1117,6.29,575,415.7,5440,5580,276.65,304.75,250.5,63.45,641.25,66.975,151.05,10.17,27.79,60.4,9.11,11300,1572,668,93.4,325,126.5,410.8,90.95,127,4303,162.6
19980417,15.46,43.76,52.48,2.475,1452,83.75,307.6,1116,6.237,580,416.6,5490,5600,277.1,303.75,250.5,62.07,642.25,66.55,150.6,10.225,27.99,59.975,9.02,11300,1596,666,92,323,127,412.8,92.55,133.5,4280,163.4
19980420,15.41,43.67,52.42,2.469,1442,83.1,307.9,1107,6.215,574,421.9,5415,5615,286.1,298.75,248.75,62.5,643,66.125,150.5,10.23,28.64,61.75,9.05,11200,1662,653,93.8,316.9,127.1,416.3,93.75,134,4360,159.6
19980421,15.45,44.04,52.68,2.561,1463.5,84.05,311.2,1115,6.293,578,422.9,5550,5630,296.55,300.5,251,62.34,650.75,66.175,147.8,10.22,28.86,60.475,9.15,10950,1690,660,94.8,312.5,130.2,426.9,92.3,135.25,4369,160.7
19980422,15.54,43.06,50.61,2.398,1469,84.75,313.6,1134,6.263,578,426.7,5530,5665,308.55,295.5,246.25,61.73,640.75,66.25,148,10.07,28.63,60.55,9.19,11090,1672,673,96,312.8,128.1,417.5,92.7,131.25,4386,157.9
19980423,15.19,42.84,50.29,2.328,1475,84.55,314.5,1130,6.285,580,421.9,5540,5695,315.95,292.75,248.5,62.66,643.5,67.7,138.6,10.09,28.53,60.675,9.15,11040,1699,680,90.2,305.7,128.5,419,94.75,132,4390,160.2
19980424,15.09,42.9,50.1,2.342,1462,83.55,312.9,1123,6.225,577,415.8,5520,5765,312.9,295,251,63.3,647.5,68.175,136.15,10.14,28.61,60.175,9.15,11100,1709,683,90.6,301,130.4,419.5,97.9,131.75,4451,161.1
19980427,15.32,43.08,50.94,2.266,1469,84.75,309.9,1123,6.148,576,414,5575,5710,303.6,295.75,246.25,63.3,648.5,68.2,134.4,10.11,28.89,60.6,9.04,11480,1717,693,90,297,132,416,98.65,122,4481,160.4
19980428,15.74,43.84,52.19,2.262,1473,84.95,308.3,1116,6.115,569,404,5575,5745,303.9,298.25,246.5,63.6,643.5,68.425,135.15,10.09,28.27,60.375,8.86,11540,1688,696,87.1,304,132,412.5,99.3,122.5,4471,158.5
19980429,15.32,43.08,50.91,2.298,1460,83.45,311.6,1107,6.192,564,404.7,5600,5725,306.9,293.25,244.25,64.5,642.5,68.4,134,10.02,28.37,60.275,8.43,11540,1712,699,87.1,295.3,131.4,414,102.25,120.25,4471,156.2
19980430,15.39,42.75,49.95,2.221,1447,82.6,307.9,1102,6.188,562,400.4,5565,5735,309.7,289.75,243.75,63.8,641.25,69.5,134.5,10.05,28.26,59.925,8.5,11540,1692,705,88,299,129.7,413.1,102.95,121.25,4426,155.5
19980501,16.13,45.78,54.29,2.202,1434,84.6,303.6,1110,6.108,561,393.5,5580,5740,304.5,289,243,63.75,646.5,69.425,128.75,10.31,28.54,61.2,8.47,11440,1672,708,89,293.6,131.7,420.7,102.2,121.5,4394,154.9
19980504,15.95,45.42,54.04,2.257,1434,84.6,305.4,1110,6.212,561,395,5580,5740,300.5,292.75,244,62.5,647.25,69.325,128.9,10.57,28.62,61.475,8.49,11440,1686,708,89,297.8,135.6,424.7,103.25,127,4394,153.9
19980505,15.47,44.3,53.33,2.215,1442,83.7,304.6,1125,6.067,566,398,5550,5755,307,298,247.75,63.38,652.5,68.8,134,10.6,28.63,61.25,8.53,11440,1699,714,89,298.5,140.6,431.5,111.7,128.25,4394,156.4
19980506,15.37,43.82,52.53,2.135,1434,81.35,301.6,1117,5.881,563,395,5480,5730,307.35,305,252.25,63.86,659,68.55,129,10.64,28.66,61.05,8.96,11390,1723,726,89.8,291.8,142,431.5,110.25,131.5,4365,159.8
19980507,15.24,43.58,52.19,2.159,1392,78.8,299.6,1111,5.938,560,393.6,5380,5740,304.35,305.75,252.5,65.09,661,67.925,129.5,10.83,29.15,60.85,9.05,11460,1725,706,89.5,293.6,137,431.5,109.9,131,4392,159.3
19980508,15.13,43.01,52.02,2.167,1399.5,78.75,300.7,1113,5.925,555,396,5400,5750,297.9,302.25,248.25,65.66,657.5,67.725,129.5,10.93,29.27,60.925,9.14,11590,1692,713,90,293,137,434.1,111.1,128.5,4376,156
19980511,15.17,42.91,52.3,2.215,1382,77.4,301.2,1093,5.702,545,389.5,5170,5695,301.6,294.75,240.75,65.4,650,67.575,129.5,10.98,29.14,61.675,9.24,11490,1702,698,88.6,293,138,431.5,114.55,124.75,4380,153.8
19980512,15.24,43.16,52.73,2.256,1397,78.5,298.9,1103,5.54,549,387.2,5080,5710,332.85,294.5,237.75,66.33,649.25,67.025,128,10.91,29.09,61.2,9.35,11680,1752,688,90.3,291.2,133,429.7,113.9,124.5,4387,152.6
19980513,14.95,42.65,51.83,2.204,1388,77.95,299.2,1081,5.518,546,402.5,4975,5700,372.65,297.5,241.25,66.41,654,66.85,126.55,11.03,28.88,61.075,9.18,11730,1726,695,91.2,288.6,135.9,428,115.15,128,4384,154.3
19980514,15.08,42.63,51.79,2.2,1375,78.4,299.7,1090,5.55,552,400.6,5070,5780,370.25,296,240.5,65.77,652,67.2,130.25,10.89,28.25,62.25,9.24,11560,1749,688,92.5,285.1,133.5,424.5,114.5,127.5,4359,154.8
19980515,14.47,41.64,50.75,2.178,1370,77.8,301.9,1075,5.562,548,404.9,4980,5870,397.5,294.25,239.25,66.28,647.75,66.6,128.5,10.87,28.08,62.2,9.09,11630,1740,701,94.8,306,135.5,414.5,110.35,127.75,4345,154.4
19980518,14.07,40.99,50.05,2.134,1362,73.2,300.2,1067,5.257,548,394.7,4850,5870,383.9,294.5,240.25,66.65,651.75,65.875,129.75,10.95,28.15,62.65,8.95,11580,1715,695,98,301.8,135.5,414.5,109.15,128.5,4299,156.5
19980519,12.96,40.95,50.03,2.149,1381,75.05,299.3,1070,5.147,555,392.3,4860,5860,398.15,291.75,238.75,66.32,645.5,65.025,135.5,10.85,27.63,61.975,8.85,11590,1680,690,98.6,291.8,134.9,407,108.05,127.25,4290,153.8
19980520,12.96,39.28,48.43,2.169,1391,75.3,299.9,1069,5.21,557,380.7,4850,5820,350.3,302.75,246.75,65.86,634.5,65.125,136,10.97,27.77,61.825,8.96,11490,1706,684,99.5,281.8,139,413.5,108.55,129,4302,153.3
19980521,14.63,39.79,48.88,2.067,1407,75.85,301.1,1073,5.255,563,383,4890,5840,352.6,298.5,246.5,66.58,630.25,65.15,134.2,11,27.24,60.9,8.99,11540,1693,695,100.5,283.5,133.1,415,111.65,130.75,4350,153.3
19980522,14.78,39.71,49.06,2.094,1405,75.7,300,1074,5.23,572,378.7,4890,5860,350,298.5,247.25,67.99,635.25,65.475,136.4,11,27.33,61.475,8.89,11540,1717,713,105,282.8,131.5,417.2,110.95,130,4421,153.3
19980525,14.78,39.71,49.06,2.094,1405,75.7,300,1074,5.23,572,378.7,4890,5860,350,298.5,247.25,67.99,635.25,65.475,136.4,11,27.33,61.475,8.89,11720,1717,700,104.3,282.8,132,419.4,110.95,130,4444,153.3
19980526,14.82,39.39,48.74,2.095,1362.5,74.35,295.6,1040,5.09,561,379.7,4880,5855,350.05,292.25,240.5,68.19,623.5,65.3,131.1,11.295,26.71,61.3,8.56,11570,1700,690,102.6,272.8,131.2,417.8,107.5,127.75,4329,155.1
19980527,14.99,39.88,49.96,2.017,1371,75.75,293.7,1069,5.158,560,374.1,4900,5875,313.5,287.5,237,67.88,617.25,64.425,130.15,11.14,26.34,60.25,8.34,11700,1700,686,101.9,273.5,130.7,413.7,108.9,127.5,4321,154.7
19980528,14.85,38.98,49.2,2.071,1377,76.35,292.7,1079,5.05,562,367.2,5000,5830,288.45,284.5,238.25,69.33,618.75,64.125,132.4,11.13,26.33,60.375,8.26,11700,1666,687,99,282.4,130.3,415.7,108.8,127.5,4324,156.9
19980529,15.2,39.1,49.98,2.17,1372,77.05,292.3,1074,5.085,563,368.2,4975,5835,294.55,284.25,238.5,70.59,618.5,64.55,132.5,11.08,26,61.25,8.28,11650,1674,687,99.7,272.4,130.2,417.1,108.9,129.75,4350,158.3
19980601,14.96,39.62,50.51,2.191,1356,75.5,287.9,1049,5.055,558,363.3,4720,5800,275,284,238.75,73.59,619.25,64.95,124.15,10.88,25.6,61.8,8.08,11720,1640,688,100.9,262.4,130,413,108.35,128.25,4316,159.2
