Date,CL,HO,HU,NG,LMAH,HG,GC,LMZS,SI,LMPB,PL,LMNI,LMSN,PA,W,C,CT,S,LC,KC,RR,BO,LH,SB,JE,CC,OL,JN,LB,WA,RS,JO,O,ZH,SM
20010910,27.63,79.61,81.87,2.392,1377,65.15,272.3,831,4.156,479,438.3,5125,3770,456,271,214.25,36.5,464.75,72.3,48.35,3.95,16.2,60.425,7.87,9800,889,682,61.6,307.8,158.7,329,80.45,143.5,2700,166.5
20010911,27.77,79.61,81.5,2.418,1392,65.5,275.5,842,4.175,494,440,5350,3825,456,271,214.25,36.5,464.75,72.3,48.35,3.95,16.2,60.425,7.87,9680,889,690,61.6,307.8,158.7,329,80.45,143.5,2680,166.5
20010912,27.77,79.61,81.5,2.418,1372,65.5,275.5,833,4.175,480,440,5220,3710,456,271,214.25,36.5,464.75,72.3,48.35,3.95,16.2,60.425,7.87,9330,889,685,61.7,307.8,158.7,329,80.45,143.5,2570,166.5
20010913,27.77,79.61,81.5,2.418,1372.5,65.5,275.5,831,4.175,479,440,5160,3735,456,274.5,218,36.5,480,72.125,48.35,3.93,16.36,61.1,7.87,9330,889,687,58.8,318,159.8,336,80.45,161,2518,176.3
20010914,27.77,83.27,85.87,2.552,1386,66.1,291.1,836,4.293,488,470,5310,3760,456,267,214,36.5,471.5,71.325,48.35,3.88,16.13,61.075,7.87,9390,889,690,60.1,290.6,158.6,336.3,80.45,153.25,2510,176
20010917,28.81,80.7,83.17,2.369,1369,65.05,290.3,827,4.383,481,488.1,5130,3700,467,274.5,221.75,35.58,480,71.35,48.3,3.82,16.25,60.55,7.82,9380,942,693,58.3,280.6,158,336,79.35,154.5,2501,170.2
20010918,27.7,74.43,79.32,2.225,1374,65.05,288.6,828,4.443,486,485.1,5145,3715,470,267.5,218.5,35.15,475,71.15,48,3.76,16.26,60.85,7.64,9180,940,700,57.6,281.5,158,336,80.2,156.25,2451,167.6
20010919,26.72,71.9,75.25,2.102,1362,64.85,291.5,810,4.718,476,492.4,4940,3675,465,262.75,216,34.3,469.5,69.65,50.3,3.72,16.25,59.075,7.28,9080,964,709,57,275.5,157,338.5,80,162,2400,166.4
20010920,26.59,72.14,74.26,2.137,1357,64.75,289,800,4.51,472,490.6,4885,3660,451,265.75,218.75,34.42,473.5,69.125,48.75,3.835,16.27,59.675,7.25,9260,998,704,57,265.5,158,342,81.95,163.5,2420,168.5
20010921,25.97,70.87,72.15,2.103,1359,65.7,291.9,795,4.592,465,483.4,4925,3640,442,266,217.25,34.34,469.75,68.025,49.05,3.895,16.35,59.75,7.05,9320,992,707,57,255.8,157.1,340.7,82.25,162.25,2500,166.8
20010924,22.01,61.06,63.6,1.91,1344,65.3,289.7,791,4.57,461,471.8,4900,3650,431,266.75,215.75,35.38,468,68.05,49.1,3.94,16.5,59.35,6.78,9320,1008,715,57,261.7,157.5,342.7,81.8,158.25,2500,164.4
20010925,21.81,61.76,62.09,1.925,1337,64.75,290.5,799,4.522,462,450.1,4890,3640,421,270.75,215.5,35,463.5,66.825,48.9,3.98,16.36,58.075,6.84,9950,993,711,56.8,251.7,157.5,346,81.9,155.75,2456,162.2
20010926,22.38,64.79,62.39,1.83,1344,65.35,293.3,799,4.6,463,446,4940,3650,394.4,275.5,216.75,34.9,465,66.975,49.15,4.11,16.29,57.875,6.94,10170,1018,715,56.9,242.6,158.5,345.3,81.4,160.75,2418,163
20010927,22.74,64.92,63.76,2.253,1343,65,291.7,804,4.608,465,445.1,4940,3675,380,274.5,216,33.15,461.75,67.025,49.15,4.04,16.03,57.925,6.85,10520,1066,704,57.8,238.7,158.9,341.5,80,160.5,2426,161.9
20010928,23.43,66.35,67.99,2.244,1335,64.6,292.4,795,4.675,466,433.3,4855,3745,357,270.75,214.5,33.5,451.25,66.225,48.3,4.05,15.4,58.6,6.7,10530,1077,698,58.2,242.5,158,329.7,79.35,167,2437,161.4
20011001,23.28,65.99,65.26,2.208,1336,64.45,292.2,794.5,4.67,460,418.5,4930,3700,325.05,266.25,210.5,33.3,452,66.325,47.4,4.01,15.35,60.6,6.6,10690,1096,694,57.8,245.8,156.6,329.7,80.05,173.75,2444,161.3
20011002,22.79,64.66,64.05,2.268,1335,64.4,289.9,792,4.645,456,419.2,4915,3680,335,263.5,209.25,33.95,453,66.275,46.75,4.04,15.25,60.85,6.57,10690,1072,683,57,236,156.2,328.6,79.85,174.75,2429,161.8
20011003,22.08,63.95,62.93,2.32,1321,63.6,290.5,789.5,4.635,457,426,4945,3655,343,269.5,210.75,33.45,452,66.625,46,4.06,15.06,59.975,6.71,10610,1086,680,57,242,156.1,328.3,80.25,174.75,2410,162.3
20011004,22.63,65.27,63.29,2.414,1320,63.9,290.5,785,4.655,459,430.1,4870,3680,341,272.75,211.5,33,451,67.875,46.5,4.06,15.2,60.2,6.65,10600,1126,678,57.1,247.3,157.5,330.4,82.1,175.25,2399,162.5
20011005,22.39,64.02,61.87,2.227,1315,63.5,291.4,789,4.685,477,438,4830,3715,347.5,273.25,214.25,31.95,452.25,69.375,46.65,4.01,15.12,59.95,6.57,10840,1114,680,58.5,244.4,158,330,80.45,180.75,2365,164.5
20011008,22.45,64.45,61.47,2.27,1316,63.7,292.5,791.5,4.67,489,432.5,5100,3730,346.15,271.75,215.5,31.1,454,69.25,45.9,4.02,15.06,59.2,6.27,10840,1092,682,58.5,240.5,158,330,79.7,189.75,2365,167.5
20011009,22.48,64.85,61.35,2.388,1307,63.55,288.9,789,4.55,487,425.7,5160,3730,342,274.25,213,30.65,451.5,68.75,45.35,4.09,15.27,58.375,6.15,10700,1055,650,58.8,231.6,161,333,80.2,185.25,2353,165.7
20011010,22.53,64.63,61.37,2.48,1298,63.45,285.7,782,4.44,482,431,5210,3725,345,279,214.25,32.32,448.25,68.7,45.35,4.05,15.32,57.25,6.27,10770,1042,624,59,230.8,162.3,331.1,80.15,177.25,2352,165
20011011,23.34,66.76,62.73,2.531,1301,63.8,281.8,786,4.425,481.5,445.6,5250,3760,352,279.25,213.25,32.17,447.75,68.55,44.65,4.07,15.23,56.875,6.46,10690,1052,676,59.7,235.2,166,332.7,80.45,182.5,2357,165
20011012,22.5,63.84,60.1,2.43,1305.5,63.55,284.9,797,4.47,485,450,5420,3800,355.8,276.25,208.5,32.01,435.5,67.05,44.7,4,14.89,56.775,6.44,10690,1029,661,60,225.3,166.5,327.7,86.05,186.5,2359,165.7
20011015,22.29,63.11,59.71,2.378,1304,63.45,282.1,772,4.393,478,460.9,5260,3785,360,273.5,206,31.33,429.25,65.7,43.85,3.95,14.95,56.775,6.48,10830,1020,681,59,219.5,166.5,322,87.4,191,2352,157
20011016,22,62.67,59.02,2.592,1317,63.95,282.3,783,4.345,483,445.2,5110,3780,338,277.75,206.75,31.47,430.5,67.175,43.9,3.97,14.91,50.225,6.62,10730,1039,630,57.1,217,166.5,321.8,86.1,190.25,2330,157.8
20011017,21.81,62.1,58.02,2.418,1325,63.5,283.4,779,4.37,490,438.9,5090,3865,333,284.75,207.75,31.53,434,66.85,44.75,3.96,15.24,50.375,6.63,10720,1066,623,57.1,219.4,164.7,325,85.85,188,2325,158.4
20011018,21.31,61.09,56.73,2.486,1305.5,62.8,279.2,769,4.263,484,431.3,4820,3870,327.6,283,205.25,31.18,431,66.75,45.6,3.91,15.17,50.475,6.56,10700,1058,630,56.3,223.2,164,328,86.95,183.75,2328,157.9
20011019,21.83,62.63,59.52,2.681,1284,62.05,280.1,773,4.273,471,437,4590,3760,321,287,205.5,30.55,424.75,66.575,43.85,3.85,14.98,50.05,6.73,10790,1026,608,56.4,219.6,164,325,88.3,180.25,2312,156.3
20011022,21.76,62.62,59.79,2.807,1289,62.1,275.5,769,4.235,471,427,4540,3750,318.65,282,204.25,29.81,420.75,66.2,42.5,3.73,14.78,49.625,6.64,10900,1003,612,56.7,218.5,164,321,88.75,186.25,2280,156.2
20011023,21.85,62.11,59.01,2.681,1299,62.55,276.1,775,4.243,485,431.3,4600,3790,325,285.5,204.25,29.76,420.75,65.925,43.55,3.74,14.98,49.325,6.63,10810,1011,617,56.9,214.8,162,320.4,89.85,187.5,2278,156.3
20011024,22.33,63.92,60.4,2.981,1290,61.8,275.9,776,4.215,488,427.1,4440,3790,318.5,283.75,206.5,29.09,424.5,65.4,43.3,3.69,15.17,47.7,6.88,10800,1000,622,57.2,223.5,160.5,320,89.85,184,2271,158.2
20011025,22.01,63.24,58.57,2.938,1289,62.1,277.8,768,4.22,479,430.9,4510,3800,321,289,206.5,28.52,428.25,65.05,44.3,3.72,15.13,47.575,6.79,11140,987,641,59.5,223,159.4,321.2,88.2,182.75,2504,161.3
20011026,22.03,62.36,58.32,3.041,1296.5,63.05,277.9,782.5,4.215,486,430.4,4550,3820,343,295,205.5,28.86,426.5,65.675,43.4,3.625,15.05,47.85,6.72,11160,995,639,65.1,228.4,159,322.1,89.3,185.5,2405,161.8
20011029,22.15,62.44,58.38,3.202,1288,62.85,279.1,774,4.243,483,423.2,4560,3800,347,291.25,203.5,28.94,426.5,65.875,43.65,3.54,15.22,49.65,6.77,11840,997,649,66.4,227.6,157.4,324.5,90.1,185.5,2430,160.7
20011030,21.87,62,56.9,3.183,1297,63.4,281.2,773,4.263,479,421.3,4470,3765,330,295.5,206,28.92,431.75,65.925,43.35,3.56,15.69,49.65,6.85,11990,997,656,65.3,227.6,158.5,330.6,90.2,195.25,2422,162.2
20011031,21.18,59.79,55.23,3.291,1279,62.2,280.5,770,4.225,478,412.5,4455,3765,316.4,293.25,205.5,29.9,428.5,66.225,43.9,3.6,15.51,51.65,6.74,11860,1017,659,66.4,225,158.5,336.3,90.85,198.5,2422,160.8
20011101,20.39,58.87,54.13,3.29,1274,61.8,280.7,777,4.207,482,421.6,4525,3820,317,288.75,204,30.03,435,68.15,45.2,3.59,15.68,52.1,6.66,12010,1026,639,66.2,221.3,158.5,337.5,93,201.75,2460,164.6
20011102,20.18,58.26,54.4,3.248,1267,61.15,280.8,764,4.11,474,420.7,4350,3830,335,285.5,202.25,29.96,433.5,67.4,45.4,3.57,15.86,52.875,6.63,12360,1006,640,66,225.7,158.3,346,92.75,204.25,2400,164.4
20011105,20.02,57.56,53.79,2.922,1267,61.4,279.5,769,4.098,474,423,4560,3970,327.65,284.25,202.75,30.58,435.5,66.425,46.85,3.55,16.13,52.825,6.85,12520,993,635,66.9,229.3,157.9,344.5,91.65,209.75,2378,163
20011106,19.92,57.13,53.92,2.88,1268,61.35,280.2,758,4.118,468,417.1,4530,3920,325.25,285.5,202.5,30.81,432,65.175,48,3.5,15.84,51.025,7.05,12460,990,638,67,236.9,157.2,340.6,93.25,200.25,2371,162.1
20011107,20.09,57.18,54.63,2.87,1259,60.4,281.3,754,4.128,467,414,4540,3890,325,287,202.5,32.23,439,65.65,47.3,3.55,15.92,50.8,7.19,12420,1039,632,68.3,238.6,157.7,344.6,93.5,204.25,2388,161.9
20011108,21.17,60.72,57.64,2.96,1268,61.25,277.1,756,4.078,478,417.8,4620,3960,326,283.75,202.75,32.15,434.75,64.75,45.75,3.525,15.81,51.325,7.26,12300,1099,631,71.2,230.1,157.7,348.5,93.15,206.25,2398,158.9
20011109,22.22,62.68,60.71,2.925,1308,63.85,277.7,781,4.08,492,422.6,4890,3965,325.5,286,206,32.78,441.75,63.25,44.7,3.56,15.94,49.325,7.11,11960,1154,631,70,230.1,158,350.3,94.55,204.25,2374,159.3
20011112,21.23,60.1,57.57,2.733,1322,65.6,278.6,794,4.118,495,442.6,5485,3960,335.5,283,206,32.78,445,61.75,44.7,3.65,16.17,47.875,7.14,11790,1157,634,67.2,233.9,158,350.3,94.55,206.5,2369,161.8
20011113,21.67,60.93,58.01,2.798,1365,67.5,278,806,4.14,491,419.7,6000,4160,315,278,205,35.21,442.25,62.775,44.85,3.66,16.19,48.4,7.24,11890,1206,626,66.2,236,158.5,348,93.7,209.75,2370,161.8
20011114,19.74,56.12,53.37,2.676,1385,67.5,278,815,4.143,487,425.4,5460,4185,319,280.75,206.5,35.44,448,63.2,49.7,3.69,16.09,48.675,7.4,11960,1200,628,67.1,228.1,159.4,357.5,92.9,213.5,2380,164.1
20011115,17.45,51.09,48.84,2.551,1361,67.05,275.3,818,4.108,486,423,5320,4120,325.95,280.25,206,34.26,446.75,64.55,48.4,3.83,15.92,49.475,7.36,11960,1236,635,66.8,230.8,159.5,353.9,93.05,220.25,2391,165.6
20011116,18.03,52.18,50.22,2.637,1396,68,274.9,818,4.095,492,427.9,5430,4040,342,289.25,207.25,34.71,452.5,64.95,48.65,3.79,15.87,48.05,7.31,11810,1285,628,65.8,231.2,160,352.3,93.5,221.5,2396,165.6
20011119,17.72,52.38,50.79,2.791,1376,68.1,272.9,811,4.058,484,437,5370,4070,339,289.25,209.25,34.09,452.25,66.275,45.95,3.85,15.93,49.2,7.42,11800,1293,629,65.7,229.4,161.3,350,92.8,220.5,2389,163.2
20011120,19.15,53.76,52.81,2.852,1370.5,67.15,273.2,801,4.05,488,439.3,5300,4060,330.1,286.75,208.75,33.82,448.5,66.65,46.15,3.77,15.94,49.15,7.34,11590,1289,618,64.8,227.8,161,348.7,92.9,210.25,2390,162.3
20011121,18.96,53.42,52.73,2.813,1373,67.55,273.1,803,4.035,488,442,5190,4100,335,287,208.75,33.82,450,66.95,46.4,3.94,16.3,49.575,7.52,11650,1279,621,61.5,223.8,161.5,348.7,94.2,211.75,2422,163.3
20011122,18.96,53.42,52.73,2.813,1350,67.55,273.1,798,4.035,486,442,5120,4140,335,287,208.75,33.82,450,66.95,46.4,3.94,16.3,49.575,7.52,11760,1279,635,59.1,223.8,162.5,357.3,94.2,211.75,2406,163.3
20011123,18.96,53.42,52.73,2.813,1350.5,67.55,273.1,801,4.035,488,442,5140,4140,335,289,208.25,33.82,451.25,67.725,46.4,4.04,16.53,50.625,7.52,11760,1279,645,59.1,226.1,160.9,357.9,94.2,210,2406,162.4
20011126,18.69,52.17,52.17,2.696,1395,68.15,272.5,804,4.028,494,439.7,5350,4165,333,277,203.75,33.78,441.25,67.425,45.75,4.13,16.29,50.45,7.57,11840,1325,647,53.8,222.3,159,348,95.5,207.25,2300,158.2
20011127,19.48,53.94,53.81,2.606,1399,70.2,273.4,793,4.04,493,438.4,5440,4215,335.75,279.5,203.75,34,444,67.725,42.4,4.1,16.09,50.1,7.57,12530,1294,663,57.4,221.8,158.5,350.1,96,212.5,2350,158.9
20011128,19.22,53.09,52.78,2.316,1412,70.35,274.1,796,4.115,488,436,5230,4230,336.5,274.5,198.75,35.78,435.5,67.675,42.4,3.975,15.78,50.375,7.56,12070,1298,669,56.9,226.4,157.2,347.2,95.3,214,2344,156.2
20011129,18.62,51.94,52,2.561,1460,71.3,273.5,790,4.063,491,444.2,5320,4285,334.3,273.25,199.75,36.7,436.5,67.875,42,3.98,15.76,49.525,7.7,12420,1350,673,55.1,227,154.2,348.8,94.55,216.5,2340,156.2
20011130,19.44,53.23,53.43,2.701,1468,72.2,273.9,805,4.128,490,449.3,5250,4205,350.4,281.5,208.5,37.3,444.5,67.225,42.6,4.015,16.14,50.325,7.68,12120,1355,670,55.9,222.9,159.7,353.5,95.1,224.5,2345,157.1
20011203,20.09,55.77,56.02,2.634,1410,70.4,276.9,780,4.2,483,457.7,5385,4185,361.25,279.75,209.75,35.41,447.25,67.2,42.2,4.05,16.64,49.125,7.64,11990,1325,677,55.8,218.3,160,357.4,94.9,226,2350,157.1
20011204,19.65,54.18,55.03,2.563,1395,69.95,275.4,791,4.128,474,454.2,5300,4150,366.25,275.25,212,34.71,444.75,67.05,41.5,4.08,16.57,48.3,7.7,11970,1276,697,55.3,217.8,167.5,353.5,94.8,230,2361,155.2
20011205,19.49,53.14,54.2,2.491,1405,69.4,273.7,790,4.176,478,453.6,5310,4100,370.7,277.25,209.75,34.71,442.5,67.175,42.1,4.14,16.33,47.025,7.79,11760,1298,715,55,224.5,163,347.8,94.15,233.5,2359,153.9
20011206,18.54,50.66,51.75,2.565,1386,68.75,274.2,785,4.217,475,463.3,5245,4105,392.9,273,205.5,34.71,441.5,66.75,42,4.14,16.37,47.775,7.84,11610,1300,703,55.6,234.5,163.1,349.4,91.15,226.5,2359,151.2
20011207,19.04,51.68,52.5,2.568,1358,67.65,273.9,776,4.25,475,470,5120,4080,417.25,275.5,208.25,37.34,445.25,65.95,43,4.17,16.39,48.025,7.75,11850,1269,717,56.7,239,166,348.9,90.1,234.75,2364,153.1
20011210,18.37,50.66,51.09,2.747,1346.5,67.6,272.2,762,4.225,474,474.4,4950,4095,428.5,273.75,209,36.34,443,65.125,43.5,4.1,16.3,46.125,7.51,12050,1247,745,55.6,233.6,170.5,349.7,91.45,238,2361,151.1
20011211,18.08,49.99,50.61,2.803,1365,68.05,272.2,764,4.257,479,460.7,4965,4160,398.3,277.75,209.5,37.11,437.5,65.125,43.9,3.815,15.88,45.15,7.35,12020,1305,730,55,229.1,170.5,344.8,89.9,235.25,2357,150.1
20011212,18.36,50.58,51.72,2.719,1350,67.05,273.8,765,4.245,472,467.6,4835,4160,372.9,277,206.75,36.11,432.5,64.55,44.35,3.82,15.64,45.125,7.35,12040,1305,730,56.4,223.6,169.5,337,89.45,239.75,2345,149.7
20011213,18.12,51.04,52.08,2.756,1344,67,273.9,765,4.265,470,468.8,4840,4025,386.25,274,207.25,35.15,433.75,63.7,44.15,3.89,15.62,45.7,7.4,12070,1305,740,58,227.2,169.5,338.4,89.85,243,2331,152.7
20011214,19.23,54.25,55.03,2.846,1333,67.1,278,762,4.357,476,467.6,4930,3870,399.75,275,207.5,37.3,436.25,63.525,43.8,3.9,15.71,45.675,7.41,11970,1334,755,56.4,237.2,170,341.8,90.1,245,2324,152.4
20011217,19.22,53.81,54.55,2.686,1359,67.4,277.7,767,4.36,474,467.6,4980,3850,407.5,286.25,215.5,37.45,436.75,63.475,46.35,3.95,15.64,53.525,7.37,11600,1324,760,58.3,240.3,172,339.6,90.9,197,2300,150.9
20011218,19.36,54.69,55.04,2.657,1367,68.25,280.4,775,4.415,484,463.1,5460,3890,403.5,285.75,214,36.81,432,64.975,46.1,3.85,15.5,53.325,7.03,12300,1302,770,61.1,250.3,172,336.1,91.85,191.5,2329,147.8
20011219,19.8,56.13,55.81,2.616,1361,67.15,275.5,780,4.303,490,458.6,5440,3990,398,293,214.25,36.45,435,65.05,46.9,3.86,15.71,52.65,6.95,12330,1286,770,60.1,243.9,160.5,339.4,92.1,186.25,2329,148.5
20011220,19.28,54.49,55.03,2.686,1348,67.05,276,785,4.393,490,457.1,5520,3995,395.5,287.5,212.25,35.91,435.5,64.325,49.6,3.825,15.53,53.05,7.07,11130,1281,770,61.6,247,158.2,340,93.9,185.25,2329,151.3
20011221,19.62,54.84,55.86,2.895,1370,67.65,278,793,4.465,500,471.3,5560,3970,410.3,288.75,211.5,36.23,435.5,65.8,46.65,3.935,15.64,54.65,7.12,11140,1283,770,64,257,157.2,342.8,93.5,190,2329,151
20011224,19.62,54.84,55.86,2.895,1370,67.65,278,793,4.465,500,471.3,5560,3970,410.3,288.75,211.5,36.23,435.5,66.175,46.65,3.935,15.64,55.775,7.12,11140,1283,770,64,267,157.5,340.8,93.5,190,2329,151
20011225,19.62,54.84,55.86,2.895,1370,67.65,278,793,4.465,500,471.3,5560,3970,410.3,288.75,211.5,36.23,435.5,66.175,46.65,3.935,15.64,55.775,7.12,11090,1283,770,68.2,267,157.5,340.8,93.5,190,2660,151
20011226,21.27,59.46,60.13,2.911,1370,68.35,279.7,793,4.536,500,474,5560,3970,423.5,284.5,208.75,36.5,428.25,66.325,46.65,3.89,15.38,55.475,7.12,10960,1283,770,67.1,259.8,157.5,340.8,92.9,189,2652,149
20011227,20.9,58.15,59.27,2.555,1360,67.6,277.4,787,4.461,502.5,480.7,5500,3980,436,291,209.5,36.33,427.5,66.05,46.5,3.8,15.31,56.125,7.3,10890,1309,770,71.7,260.5,156.4,336.7,89.95,190,2660,149.5
20011228,20.41,56.65,58.56,2.774,1355,67.1,276.8,788,4.489,497,486.5,5575,3940,449.5,290.25,209.75,35.59,424.25,67.3,46.2,3.69,15.19,56.3,7.39,10900,1310,770,70,254,156.6,335.7,89.1,192.25,2730,148.3
20011231,19.84,55.07,57.25,2.57,1355,65.3,279,788,4.579,497,493,5575,3940,448,289,209,35.59,421,68.175,46.2,3.69,15.27,57.05,7.39,10900,1310,770,70,245.1,156.5,331,89.1,195.75,2730,147.1
20020101,19.84,55.07,57.25,2.57,1355,65.3,279,788,4.579,497,493,5575,3940,448,289,209,35.59,421,68.175,46.2,3.69,15.27,57.05,7.39,10900,1310,770,70,245.1,156.5,331,89.1,195.75,2730,147.1
20020102,21.01,57.86,61.06,2.465,1339,65.25,279.2,788,4.526,509,483.5,5545,3870,439,292,208.5,36.46,418,70.525,47.35,3.73,15.18,56.575,7.71,10900,1296,736,70,244.1,157,331.1,92.95,203.75,2730,146.7
20020103,20.37,56,60.45,2.268,1345.5,65.8,278.5,812,4.599,519,485.5,5540,3850,435.2,300,210.5,36.14,423.75,70.575,47.5,3.63,15.52,55.6,7.65,10900,1294,736,70,245.9,159.6,334,91.35,211.75,2730,148.4
20020104,21.62,58.59,62.84,2.275,1351,67,279.2,827,4.642,516,478.2,5750,3895,425.5,307,210.5,36.62,424,70.075,48.55,3.63,15.81,55.3,7.64,11190,1386,730,70.7,241.7,159,339,94.25,210,2729,147.9
20020107,21.48,57.19,62.34,2.272,1419.5,70.95,278.9,847,4.66,528,476.3,6130,3985,424,304.75,211.5,37.56,429,70.425,48.25,3.67,16.15,55.3,7.71,11060,1411,739,69.7,240.4,159,344.8,93.5,208.5,2720,147.6
20020108,21.25,56.82,60.99,2.281,1416,70.35,279.2,831,4.633,520,478.3,6070,4030,431,305,211.5,38.45,435,70.125,48.55,3.78,16.29,54.675,7.8,11250,1389,759,71.2,241.2,158.5,349.8,93.5,203.75,2658,149.4
20020109,20.18,53.79,58.06,2.228,1429,71.05,283.7,828,4.703,524,483,6080,3950,435,302.75,210,37.73,440,70.75,50.85,3.77,16.15,54.475,8.03,11070,1398,798,72.1,241.5,158.1,347,91.25,195.75,2677,153.3
20020110,20.38,55.33,58.96,2.185,1399,70.05,287.4,828,4.693,523,483.1,5820,3900,436.5,303.5,208.75,37.4,433.25,70.375,51.3,3.85,15.88,55.9,7.92,11110,1371,778,75.2,242.4,157.6,342,94.5,195.75,2680,153.1
20020111,19.68,53.94,57.31,2.204,1389.5,70.4,287.7,829,4.691,523,483.4,5940,3900,433.35,308.25,212.75,37.04,445,69.875,49.55,3.85,15.85,55.9,7.76,11130,1357,798,78,238.5,157.8,345.5,90.3,195.75,2720,161.7
20020114,18.89,51.66,55.05,2.25,1402,70.35,285.7,844,4.508,521,480.2,6000,3880,429.9,306.75,211,36.65,446,70.675,50.4,3.7,15.77,55.25,7.62,11130,1301,821,78,233.5,157.5,347,89.85,190.5,2720,161.7
20020115,18.9,52.07,55.2,2.291,1392,69.7,284.7,826,4.548,514,477.3,5840,3855,414,302,212.75,37.34,446,71.65,50.25,3.7,15.58,56.225,7.83,11090,1308,855,77.6,240,157.3,341,88.75,189.75,2850,157.9
20020116,18.86,53.21,55.85,2.394,1405,70.45,287.6,835,4.555,516,484.2,5970,3875,425,303.5,214.75,37.68,452.5,71.125,49.25,3.73,15.55,56.225,7.86,11000,1337,910,79.3,262,157.8,343.5,87.55,190,2872,162.7
20020117,17.97,51.45,53.61,2.254,1394,70.4,284.7,820.5,4.438,511,485.9,5740,3880,420.5,300.75,213.5,37.96,450.75,71.075,48.85,3.67,15.52,56.325,7.48,11030,1320,872,81.7,262.4,157.6,343.7,87.9,192.25,2800,161.8
20020118,18,51.41,53.92,2.236,1383,69.45,283.4,810,4.338,501,483.3,5720,3900,414.85,298,211.75,37.33,445.5,71.55,47.4,3.69,15.56,56.3,7.3,11000,1286,868,79.2,262.7,157.5,343.7,87.05,192,2844,157.7
20020121,18,51.41,53.92,2.236,1382,69.45,283.4,793,4.338,502,483.3,5640,3890,414.85,298,211.75,37.33,445.5,71.55,47.4,3.69,15.56,56.3,7.3,10850,1286,876,74.1,262.7,157.6,343.7,87.05,192,2759,157.7
20020122,18.34,51.41,54.79,2.106,1382,69.9,281.8,801,4.281,501,479.9,5775,3895,398,295.25,209.5,36.78,439,71.175,46.8,3.69,15.55,55,7.43,10780,1332,871,77.3,272.7,157.6,343.7,86.35,193,2719,155
20020123,19.5,52.53,56.35,2.076,1401.5,70.5,278.9,802,4.253,507,471.6,5920,3915,383.5,297,208.75,36.73,433.5,71.3,46.75,3.87,15.53,55.275,7.31,10510,1360,916,79.9,270.4,157.5,342.5,86.95,196.5,2738,150.9
20020124,19.7,53.39,56.85,2.048,1408,71.2,278.4,807,4.266,502,466.3,6000,3900,382,298.5,209.5,36.09,437.25,71.75,46.45,3.835,15.53,56.425,6.97,10390,1330,930,81.2,278.2,157.5,344.7,88.05,198.5,2730,152.7
20020125,19.99,53.73,58.28,2.037,1380,70.85,279.1,800,4.298,500,469.7,5910,3895,388.15,299,209,36.68,430.75,72.425,45.9,3.895,15.06,56.9,7.13,10260,1347,955,85.9,288,156.9,343.3,88,193.25,2724,151.2
20020128,20.05,53.13,58.11,1.908,1361,69.8,278.5,797,4.243,497,465.2,5790,3870,377,291.25,207.5,36.21,431,72.675,45.05,3.88,15.12,56.35,7.18,10120,1343,955,92.6,284.7,158.5,342.9,86.7,191.5,2765,153.3
20020129,19.58,52.05,56.69,2.006,1357.5,69.6,281.4,785.5,4.288,488,451,5890,3890,371,289.5,206.25,36.54,428.5,73.675,44.7,3.82,15.27,56.05,6.75,10310,1343,956,89.9,280.8,159.2,344,86.45,194.5,2739,150.3
20020130,19.08,50.91,55.31,2.08,1361.5,69.4,281.9,791,4.293,491,455.7,5955,3875,372.35,285.25,206,35.52,427.75,73.925,45.15,3.76,15.26,56.225,6.57,10310,1367,1013,90.3,271.3,159.1,342.4,86.05,202.5,2665,149.9
20020131,19.48,52.29,55.92,2.138,1390,73.05,282.1,794,4.223,495,448.2,5850,3930,369,286,206,35.48,430.25,73.75,45.1,3.725,15.14,56.25,6.38,10310,1344,995,86,268.7,161.2,340.6,86.4,200.25,2622,151.7
20020201,20.38,55.31,60.34,2.138,1391,73.35,286,814,4.313,499,450.1,5940,3900,370,287,204.5,37.45,426.75,73.125,45.45,3.65,15.19,56.725,6.35,10390,1350,1005,87,273.5,160.6,336.9,87.95,198.75,2615,149.1
20020204,20.07,53.81,59.31,2.117,1382,72.6,289.3,803,4.295,495,451.3,6000,3855,374,280.75,206,37.83,434,73.9,45.5,3.69,15.47,56.225,6.24,10490,1400,1025,88.2,268.8,161,337.8,88.2,201.75,2575,150.9
20020205,20.07,53.69,58.52,2.074,1392,73,298.2,798,4.397,492,455.5,6155,3860,373,283,206.25,37.3,432.75,73.825,44.85,3.68,15.67,57,6.34,10580,1380,1006,90.4,263.2,161.1,340.6,87.4,202.5,2559,150.4
20020206,19.78,52.79,57.1,2.101,1373.5,72.65,297.5,800,4.365,488,456.1,6075,3820,370.85,280.25,204.25,37.37,428,74.6,45.1,3.66,15.25,55.65,6.39,10810,1392,1030,94.1,269.5,160.5,333.5,86.65,206.75,2584,149.2
20020207,19.64,51.94,56.97,2.15,1386,73.5,299.7,795,4.345,489,467.9,5900,3760,376,281,204.5,38.14,431.25,74.4,44.8,3.62,15.37,55.2,6.28,10780,1439,1043,92.5,267.5,159.5,334.7,86.75,204.75,2551,149.8
20020208,20.26,53.34,58.77,2.191,1382,73.15,303.5,793,4.455,491.5,475.8,6025,3810,374,281.75,204.75,38.26,429,74.025,44.55,3.645,15.33,55.6,6.18,10810,1454,1056,94.9,277.5,159.4,333,87.9,204,2551,147.6
