,last
57901,27721
57902,27718
57903,27717
57904,27717
57905,27713
57906,27711
57907,27707
57908,27705
57909,27705
57910,27705
57911,27704
57912,27709
57913,27712
57914,27714
57915,27716
57916,27720
57917,27724
57918,27731
57919,27731
57920,27732
57921,27726
57922,27721
57923,27721
57924,27725
57925,27727
57926,27724
57927,27724
57928,27724
57929,27720
57930,27723
57931,27722
57932,27722
57933,27720
57934,27718
57935,27714
57936,27717
57937,27720
57938,27720
57939,27714
57940,27711
57941,27708
57942,27707
57943,27703
57944,27702
57945,27701
57946,27700
57947,27700
57948,27700
57949,27703
57950,27703
57951,27708
57952,27707
57953,27704
57954,27705
57955,27706
57956,27701
57957,27695
57958,27701
57959,27697
57960,27701
57961,27699
57962,27697
57963,27693
57964,27693
57965,27695
57966,27696
57967,27699
57968,27695
57969,27701
57970,27701
57971,27706
57972,27708
57973,27713
57974,27716
57975,27710
57976,27713
57977,27720
57978,27723
57979,27721
57980,27719
57981,27711
57982,27715
57983,27715
57984,27713
57985,27715
57986,27715
57987,27721
57988,27723
57989,27726
57990,27724
57991,27732
57992,27731
57993,27735
57994,27735
57995,27736
57996,27736
57997,27733
57998,27727
57999,27730
58000,27731
58001,27729
58002,27721
58003,27722
58004,27291
58005,27715
58006,27713
58007,27717
58008,27718
58009,27720
58010,27718
58011,27723
58012,27720
58013,27718
58014,27712
58015,27710
58016,27705
58017,27701
58018,27701
58019,27697
58020,27697
58021,27698
58022,27698
58023,27703
58024,27696
58025,27699
58026,27704
58027,27707
58028,27699
58029,27700
58030,27693
58031,27690
58032,27695
58033,27688
58034,27694
58035,27695
58036,27695
58037,27695
58038,27689
58039,27689
58040,27687
58041,27685
58042,27685
58043,27685
58044,27682
58045,27682
58046,27680
58047,27680
58048,27684
58049,27680
58050,27684
58051,27683
58052,27684
58053,27685
58054,27680
58055,27677
58056,27677
58057,27677
58058,27674
58059,27675
58060,27676
58061,27676
58062,27670
58063,27670
58064,27673
58065,27675
58066,27680
58067,27680
58068,27681
58069,27679
58070,27680
58071,27679
58072,27678
58073,27678
58074,27685
58075,27681
58076,27686
58077,27688
58078,27691
58079,27691
58080,27693
58081,27694
58082,27695
58083,27696
58084,27698
58085,27700
58086,27700
58087,27700
58088,27700
58089,27700
58090,27701
58091,27703
58092,27702
58093,27703
58094,27702
58095,27698
58096,27694
58097,27691
58098,27694
58099,27698
58100,27701
58101,27700
58102,27700
58103,27700
58104,27702
58105,27704
58106,27705
58107,27705
58108,27708
58109,27709
58110,27710
58111,27710
58112,27716
58113,27718
58114,27720
58115,27716
58116,27715
58117,27720
58118,27720
58119,27720
58120,27718
58121,27715
58122,27710
58123,27708
58124,27700
58125,27698
58126,27699
58127,27696
58128,27700
58129,27702
58130,27700
58131,27704
58132,27704
58133,27700
58134,27700
58135,27699
58136,27707
58137,27700
58138,27710
58139,27705
58140,27710
58141,27703
58142,27704
58143,27711
58144,27706
58145,27707
58146,27704
58147,27701
58148,27696
58149,27700
58150,27706
58151,27700
58152,27697
58153,27697
58154,27695
58155,27691
58156,27689
58157,27689
58158,27689
58159,27689
58160,27685
58161,27683
58162,27683
58163,27681
58164,27680
58165,27682
58166,27686
58167,27678
58168,27673
58169,27670
58170,27669
58171,27665
58172,27662
58173,27660
58174,27662
58175,27665
58176,27662
58177,27661
58178,27659
58179,27657
58180,27656
58181,27653
58182,27652
58183,27652
58184,27650
58185,27651
58186,27658
58187,27659
58188,27661
58189,27660
58190,27661
58191,27657
58192,27659
58193,27657
58194,27653
58195,27650
58196,27650
58197,27650
58198,27650
58199,27648
58200,27648
58201,27648
58202,27650
58203,27648
58204,27646
58205,27645
58206,27645
58207,27644
58208,27645
58209,27648
58210,27650
58211,27652
58212,27653
58213,27658
58214,27661
58215,27661
58216,27666
58217,27664
58218,27663
58219,27659
58220,27658
58221,27657
58222,27666
58223,27672
58224,27675
58225,27671
58226,27667
58227,27663
58228,27665
58229,27671
58230,27675
58231,27672
58232,27671
58233,27675
58234,27675
58235,27673
58236,27667
58237,27665
58238,27666
58239,27670
58240,27675
58241,27672
58242,27676
58243,27680
58244,27680
58245,27679
58246,27676
58247,27672
58248,27667
58249,27670
58250,27677
58251,27674
58252,27672
58253,27663
58254,27659
58255,27660
58256,27228
58257,27656
58258,27651
58259,27650
58260,27649
58261,27649
58262,27649
58263,27647
58264,27648
58265,27650
58266,27645
58267,27644
58268,27647
58269,27641
58270,27640
58271,27211
58272,27640
58273,27639
58274,27638
58275,27640
58276,27636
58277,27633
58278,27637
58279,27639
58280,27640
58281,27640
58282,27642
58283,27640
58284,27635
58285,27637
58286,27636
58287,27635
58288,27633
58289,27630
58290,27630
58291,27630
58292,27627
58293,27627
58294,27624
58295,27625
58296,27626
58297,27627
58298,27625
58299,27622
58300,27620
58301,27617
58302,27617
58303,27623
58304,27618
58305,27616
58306,27612
58307,27610
58308,27610
58309,27613
58310,27612
58311,27612
58312,27612
58313,27615
58314,27615
58315,27611
58316,27610
58317,27609
58318,27608
58319,27606
58320,27602
58321,27601
58322,27600
58323,27600
58324,27600
58325,27600
58326,27600
58327,27600
58328,27597
58329,27600
58330,27598
58331,27600
58332,27600
58333,27600
58334,27602
58335,27604
58336,27605
58337,27603
58338,27601
58339,27601
58340,27600
58341,27597
58342,27599
58343,27601
58344,27599
58345,27594
58346,27595
58347,27598
58348,27597
58349,27597
58350,27594
58351,27595
58352,27600
58353,27594
58354,27593
58355,27593
58356,27600
58357,27595
58358,27592
58359,27593
58360,27593
58361,27596
58362,27604
58363,27603
58364,27600
58365,27607
58366,27611
58367,27618
58368,27621
58369,27625
58370,27629
58371,27625
58372,27625
58373,27629
58374,27632
58375,27632
58376,27650
58377,27654
58378,27650
58379,27651
58380,27651
58381,27647
58382,27647
58383,27647
58384,27645
58385,27641
58386,27639
58387,27640
58388,27639
58389,27641
58390,27634
58391,27624
58392,27625
58393,27620
58394,27623
58395,27623
58396,27618
58397,27619
58398,27614
58399,27605
58400,27602
58401,27597
58402,27596
58403,27593
58404,27591
58405,27594
58406,27590
58407,27590
58408,27590
58409,27591
58410,27589
58411,27590
58412,27592
58413,27592
58414,27591
58415,27596
58416,27598
58417,27598
58418,27598
58419,27598
58420,27600
58421,27594
58422,27595
58423,27594
58424,27600
58425,27602
58426,27606
58427,27610
58428,27602
58429,27607
58430,27609
58431,27608
58432,27616
58433,27613
58434,27620
58435,27628
58436,27619
58437,27625
58438,27631
58439,27632
58440,27633
58441,27634
58442,27629
58443,27632
58444,27633
58445,27636
58446,27639
58447,27640
58448,27634
58449,27633
58450,27630
58451,27633
58452,27633
58453,27628
58454,27627
58455,27622
58456,27620
58457,27620
58458,27611
58459,27611
58460,27607
58461,27177
58462,27604
58463,27605
58464,27605
58465,27602
58466,27599
58467,27595
58468,27593
58469,27593
58470,27588
58471,27586
58472,27586
58473,27580
58474,27580
58475,27580
58476,27581
58477,27583
58478,27580
58479,27579
58480,27578
58481,27579
58482,27579
58483,27580
58484,27581
58485,27581
58486,27590
58487,27596
58488,27594
58489,27592
58490,27589
58491,27598
58492,27598
58493,27597
58494,27595
58495,27591
58496,27589
58497,27593
58498,27596
58499,27594
58500,27588
58501,27582
58502,27580
58503,27578
58504,27581
58505,27578
58506,27578
58507,27584
58508,27578
58509,27580
58510,27580
58511,27580
58512,27584
58513,27587
58514,27593
58515,27597
58516,27606
58517,27600
58518,27596
58519,27600
58520,27602
58521,27599
58522,27604
58523,27609
58524,27612
58525,27615
58526,27614
58527,27617
58528,27613
58529,27615
58530,27615
58531,27613
58532,27607
58533,27607
58534,27614
58535,27603
58536,27606
58537,27605
58538,27602
58539,27600
58540,27590
58541,27586
58542,27584
58543,27583
58544,27583
58545,27582
58546,27584
58547,27584
58548,27579
58549,27576
58550,27573
58551,27568
58552,27563
58553,27131
58554,27562
58555,27559
58556,27562
58557,27562
58558,27559
58559,27558
58560,27561
58561,27558
58562,27560
58563,27563
58564,27566
58565,27568
58566,27573
58567,27577
58568,27582
58569,27585
58570,27580
58571,27582
58572,27578
58573,27570
58574,27567
58575,27562
58576,27565
58577,27560
58578,27560
58579,27555
58580,27553
58581,27553
58582,27553
58583,27555
58584,27553
58585,27557
58586,27553
58587,27551
58588,27550
58589,27550
58590,27550
58591,27550
58592,27550
58593,27550
58594,27549
58595,27549
58596,27549
58597,27549
58598,27548
58599,27547
58600,27545
58601,27550
58602,27553
58603,27560
58604,27562
58605,27565
58606,27564
58607,27562
58608,27565
58609,27568
58610,27569
58611,27565
58612,27562
58613,27570
58614,27567
58615,27565
58616,27571
58617,27566
58618,27563
58619,27559
58620,27558
58621,27559
58622,27555
58623,27553
58624,27553
58625,27553
58626,27550
58627,27550
58628,27547
58629,27550
58630,27550
58631,27550
58632,27550
58633,27550
58634,27550
58635,27550
58636,27550
58637,27558
58638,27552
58639,27554
58640,27558
58641,27561
58642,27561
58643,27563
58644,27564
58645,27562
58646,27560
58647,27564
58648,27567
58649,27564
58650,27565
58651,27572
58652,27571
58653,27575
58654,27578
58655,27580
58656,27585
58657,27583
58658,27585
58659,27581
58660,27580
58661,27577
58662,27581
58663,27587
58664,27590
58665,27590
58666,27594
58667,27597
58668,27595
58669,27591
58670,27592
58671,27586
58672,27584
58673,27590
58674,27591
58675,27593
58676,27593
58677,27587
58678,27586
58679,27578
58680,27576
58681,27569
58682,27572
58683,27573
58684,27574
58685,27569
58686,27566
58687,27557
58688,27130
58689,27559
58690,27559
58691,27560
58692,27569
58693,27564
58694,27567
58695,27567
58696,27571
58697,27575
58698,27576
58699,27576
58700,27581
58701,27584
58702,27585
58703,27580
58704,27580
58705,27570
58706,27572
58707,27572
58708,27572
58709,27568
58710,27568
58711,27568
58712,27565
58713,27564
58714,27565
58715,27562
58716,27560
58717,27556
58718,27557
58719,27554
58720,27553
58721,27550
58722,27550
58723,27550
58724,27550
58725,27550
58726,27550
58727,27552
58728,27545
58729,27548
58730,27549
58731,27548
58732,27554
58733,27558
58734,27558
58735,27550
58736,27547
58737,27542
58738,27546
58739,27549
58740,27552
58741,27555
58742,27550
58743,27550
58744,27550
58745,27547
58746,27541
58747,27543
58748,27540
58749,27537
58750,27534
58751,27532
58752,27531
58753,27530
58754,27530
58755,27528
58756,27528
58757,27527
58758,27525
58759,27523
58760,27521
58761,27521
58762,27520
58763,27520
58764,27520
58765,27520
58766,27521
58767,27522
58768,27520
58769,27519
58770,27515
58771,27515
58772,27516
58773,27516
58774,27511
58775,27510
58776,27509
58777,27508
58778,27505
58779,27503
58780,27503
58781,27501
58782,27500
58783,27500
58784,27500
58785,27500
58786,27499
58787,27492
58788,27495
58789,27492
58790,27492
58791,27492
58792,27495
58793,27494
58794,27492
58795,27491
58796,27490
58797,27493
58798,27490
58799,27497
58800,27495
58801,27496
58802,27499
58803,27501
58804,27501
58805,27502
58806,27507
58807,27516
58808,27515
58809,27509
58810,27511
58811,27508
58812,27510
58813,27508
58814,27515
58815,27516
58816,27518
58817,27517
58818,27511
58819,27509
58820,27508
58821,27505
58822,27508
58823,27509
58824,27507
58825,27503
58826,27498
58827,27495
58828,27491
58829,27489
58830,27491
58831,27492
58832,27494
58833,27488
58834,27488
58835,27484
58836,27482
58837,27481
58838,27480
58839,27480
58840,27480
58841,27480
58842,27480
58843,27477
58844,27475
58845,27472
58846,27473
58847,27467
58848,27471
58849,27470
58850,27465
58851,27464
58852,27462
58853,27464
58854,27466
58855,27466
58856,27462
58857,27460
58858,27465
58859,27469
58860,27467
58861,27466
58862,27465
58863,27457
58864,27462
58865,27456
58866,27456
58867,27457
58868,27460
58869,27460
58870,27461
58871,27459
58872,27464
58873,27470
58874,27467
58875,27474
58876,27480
58877,27473
58878,27470
58879,27470
58880,27470
58881,27474
58882,27479
58883,27481
58884,27484
58885,27493
58886,27494
58887,27491
58888,27488
58889,27494
58890,27498
58891,27501
58892,27506
58893,27507
58894,27500
58895,27506
58896,27509
58897,27512
58898,27508
58899,27502
58900,27497
58901,27486
58902,27489
58903,27494
58904,27498
58905,27500
58906,27498
58907,27500
58908,27502
58909,27508
58910,27505
58911,27508
58912,27510
58913,27511
58914,27515
58915,27517
58916,27518
58917,27517
58918,27519
58919,27516
58920,27518
58921,27517
58922,27520
58923,27520
58924,27523
58925,27526
58926,27523
58927,27530
58928,27533
58929,27532
58930,27532
58931,27532
58932,27532
58933,27529
58934,27533
58935,27533
58936,27533
58937,27533
58938,27534
58939,27534
58940,27533
58941,27531
58942,27530
58943,27534
58944,27537
58945,27533
58946,27529
58947,27527
58948,27522
58949,27520
58950,27523
58951,27531
58952,27535
58953,27539
58954,27540
58955,27537
58956,27535
58957,27534
58958,27532
58959,27535
58960,27532
58961,27536
58962,27538
58963,27538
58964,27543
58965,27546
58966,27549
58967,27551
58968,27553
58969,27555
58970,27556
58971,27562
58972,27564
58973,27566
58974,27567
58975,27567
58976,27568
58977,27572
58978,27572
58979,27571
58980,27568
58981,27571
58982,27571
58983,27571
58984,27574
58985,27569
58986,27567
58987,27570
58988,27571
58989,27571
58990,27571
58991,27142
58992,27567
58993,27572
58994,27571
58995,27571
58996,27571
58997,27567
58998,27567
58999,27566
59000,27573
59001,27573
59002,27576
59003,27581
59004,27586
59005,27588
59006,27588
59007,27587
59008,27585
59009,27580
59010,27576
59011,27577
59012,27577
59013,27577
59014,27577
59015,27577
59016,27580
59017,27583
59018,27152
59019,27580
59020,27585
59021,27581
59022,27581
59023,27576
59024,27577
59025,27577
59026,27576
59027,27574
59028,27573
59029,27573
59030,27573
59031,27573
59032,27577
59033,27580
59034,27581
59035,27585
59036,27589
59037,27595
59038,27595
59039,27595
59040,27592
59041,27588
59042,27581
59043,27592
59044,27595
59045,27589
59046,27593
59047,27587
59048,27584
59049,27580
59050,27578
59051,27578
59052,27574
59053,27571
59054,27573
59055,27577
59056,27578
59057,27575
59058,27575
59059,27576
59060,27573
59061,27571
59062,27573
59063,27572
59064,27578
59065,27587
59066,27585
59067,27585
59068,27591
59069,27590
59070,27591
59071,27593
59072,27597
59073,27599
59074,27600
59075,27602
59076,27605
59077,27605
59078,27610
59079,27614
59080,27608
59081,27620
59082,27622
59083,27611
59084,27616
59085,27608
59086,27616
59087,27619
59088,27623
59089,27619
59090,27621
59091,27621
59092,27622
59093,27626
59094,27623
59095,27625
59096,27621
59097,27624
59098,27620
59099,27623
59100,27625
59101,27629
59102,27630
59103,27630
59104,27632
59105,27630
59106,27633
59107,27635
59108,27635
59109,27637
59110,27635
59111,27635
59112,27634
59113,27632
59114,27630
59115,27630
59116,27630
59117,27627
59118,27625
59119,27620
59120,27620
59121,27619
59122,27616
59123,27608
59124,27611
59125,27613
59126,27616
59127,27610
59128,27612
59129,27616
59130,27620
59131,27622
59132,27617
59133,27617
59134,27620
59135,27620
59136,27618
59137,27622
59138,27620
59139,27620
59140,27618
59141,27616
59142,27615
59143,27617
59144,27616
59145,27612
59146,27603
59147,27600
59148,27596
59149,27594
59150,27598
59151,27591
59152,27595
59153,27591
59154,27587
59155,27583
59156,27582
59157,27580
59158,27581
59159,27576
59160,27579
59161,27581
59162,27590
59163,27589
59164,27586
59165,27583
59166,27588
59167,27594
59168,27595
59169,27590
59170,27584
59171,27579
59172,27580
59173,27572
59174,27569
59175,27568
59176,27566
59177,27560
59178,27560
59179,27559
59180,27557
59181,27560
59182,27563
59183,27565
59184,27573
59185,27571
59186,27571
59187,27573
59188,27574
59189,27572
59190,27573
59191,27574
59192,27578
59193,27580
59194,27584
59195,27580
59196,27579
59197,27576
59198,27576
59199,27577
59200,27574
59201,27564
59202,27560
59203,27560
59204,27560
59205,27568
59206,27568
59207,27569
59208,27571
59209,27574
59210,27577
59211,27576
59212,27584
59213,27582
59214,27586
59215,27585
59216,27586
59217,27588
59218,27590
59219,27595
59220,27595
59221,27597
59222,27602
59223,27603
59224,27604
59225,27607
59226,27608
59227,27606
59228,27605
59229,27604
59230,27597
59231,27600
59232,27597
59233,27590
59234,27587
59235,27581
59236,27575
59237,27574
59238,27574
59239,27569
59240,27572
59241,27577
59242,27584
59243,27588
59244,27596
59245,27598
59246,27601
59247,27595
59248,27592
59249,27590
59250,27594
59251,27593
59252,27596
59253,27602
59254,27603
59255,27605
59256,27606
59257,27610
59258,27607
59259,27609
59260,27611
59261,27615
59262,27616
59263,27612
59264,27611
59265,27616
59266,27614
59267,27617
59268,27615
59269,27610
59270,27611
59271,27608
59272,27608
59273,27603
59274,27603
59275,27602
59276,27601
59277,27595
59278,27587
59279,27594
59280,27591
59281,27585
59282,27592
59283,27589
59284,27587
59285,27593
59286,27586
59287,27591
59288,27587
59289,27588
59290,27582
59291,27582
59292,27583
59293,27589
59294,27596
59295,27593
59296,27600
59297,27605
59298,27606
59299,27611
59300,27613
59301,27612
59302,27611
59303,27607
59304,27602
59305,27600
59306,27600
59307,27604
59308,27610
59309,27610
59310,27612
59311,27613
59312,27615
59313,27616
59314,27617
59315,27615
59316,27613
59317,27617
59318,27618
59319,27620
59320,27622
59321,27617
59322,27617
59323,27617
59324,27620
59325,27622
59326,27625
59327,27625
59328,27625
59329,27625
59330,27629
59331,27625
59332,27625
59333,27622
59334,27628
59335,27630
59336,27628
59337,27631
59338,27205
59339,27632
59340,27634
59341,27634
59342,27638
59343,27640
59344,27639
59345,27637
59346,27635
59347,27632
59348,27629
59349,27624
59350,27623
59351,27620
59352,27623
59353,27628
59354,27628
59355,27629
59356,27628
59357,27625
59358,27620
59359,27618
59360,27618
59361,27620
59362,27622
59363,27626
59364,27627
59365,27630
59366,27630
59367,27630
59368,27633
59369,27634
59370,27634
59371,27636
59372,27636
59373,27637
59374,27628
59375,27633
59376,27638
59377,27638
59378,27635
59379,27636
59380,27635
59381,27635
59382,27634
59383,27636
59384,27638
59385,27636
59386,27636
59387,27635
59388,27630
59389,27627
59390,27632
59391,27634
59392,27635
59393,27635
59394,27632
59395,27635
59396,27640
59397,27642
59398,27641
59399,27641
59400,27642
59401,27642
59402,27642
59403,27643
59404,27641
59405,27641
59406,27642
59407,27643
59408,27637
59409,27638
59410,27643
59411,27638
59412,27644
59413,27644
59414,27647
59415,27649
59416,27646
59417,27647
59418,27643
59419,27645
59420,27644
59421,27644
59422,27645
59423,27649
59424,27645
59425,27643
59426,27640
59427,27637
59428,27644
59429,27636
59430,27635
59431,27631
59432,27628
59433,27626
59434,27625
59435,27624
59436,27620
59437,27620
59438,27618
59439,27620
59440,27622
59441,27624
59442,27630
59443,27636
59444,27639
59445,27641
59446,27643
59447,27642
59448,27645
59449,27648
59450,27647
59451,27650
59452,27650
59453,27650
59454,27650
59455,27650
59456,27650
59457,27650
59458,27655
59459,27654
59460,27654
59461,27656
59462,27658
59463,27658
59464,27650
59465,27650
59466,27646
59467,27645
59468,27648
59469,27642
59470,27642
59471,27640
59472,27646
59473,27650
59474,27646
59475,27649
59476,27651
59477,27650
59478,27654
59479,27649
59480,27646
59481,27652
59482,27655
59483,27649
59484,27651
59485,27648
59486,27645
59487,27643
59488,27643
59489,27642
59490,27640
59491,27637
59492,27634
59493,27634
59494,27636
59495,27636
59496,27638
59497,27637
59498,27637
59499,27639
59500,27639
59501,27638
59502,27642
59503,27642
59504,27644
59505,27641
59506,27639
59507,27636
59508,27634
59509,27632
59510,27635
59511,27639
59512,27643
59513,27644
59514,27642
59515,27640
59516,27640
59517,27645
59518,27649
59519,27650
59520,27655
59521,27656
59522,27657
59523,27657
59524,27655
59525,27655
59526,27655
59527,27655
59528,27659
59529,27661
59530,27659
59531,27232
59532,27666
59533,27663
59534,27661
59535,27661
59536,27657
59537,27655
59538,27655
59539,27655
59540,27656
59541,27662
59542,27660
59543,27662
59544,27661
59545,27662
59546,27659
59547,27663
59548,27664
59549,27668
59550,27668
59551,27668
59552,27668
59553,27670
59554,27670
59555,27671
59556,27673
59557,27674
59558,27674
59559,27675
59560,27674
59561,27672
59562,27673
59563,27671
59564,27670
59565,27670
59566,27670
59567,27670
59568,27669
59569,27664
59570,27664
59571,27659
59572,27652
59573,27652
59574,27654
59575,27655
59576,27656
59577,27654
59578,27654
59579,27652
59580,27653
59581,27653
59582,27654
59583,27654
59584,27654
59585,27657
59586,27659
59587,27659
59588,27656
59589,27657
59590,27656
59591,27654
59592,27657
59593,27657
59594,27658
59595,27653
59596,27652
59597,27652
59598,27650
59599,27650
59600,27650
59601,27646
59602,27651
59603,27649
59604,27650
59605,27652
59606,27653
59607,27654
59608,27652
59609,27655
59610,27654
59611,27650
59612,27659
59613,27660
59614,27669
59615,27669
59616,27670
59617,27668
59618,27657
59619,27655
59620,27655
59621,27655
59622,27656
59623,27660
59624,27663
59625,27658
59626,27658
59627,27659
59628,27658
59629,27654
59630,27657
59631,27657
59632,27656
59633,27656
59634,27655
59635,27655
59636,27653
59637,27651
59638,27650
59639,27650
59640,27645
59641,27645
59642,27643
59643,27640
59644,27638
59645,27641
59646,27642
59647,27641
59648,27644
59649,27639
59650,27640
59651,27649
59652,27648
59653,27650
59654,27652
59655,27655
59656,27655
59657,27652
59658,27655
59659,27655
59660,27658
59661,27659
59662,27660
59663,27660
59664,27664
59665,27662
59666,27660
59667,27659
59668,27652
59669,27652
59670,27657
59671,27658
59672,27662
59673,27663
59674,27661
59675,27662
59676,27664
59677,27664
59678,27661
59679,27663
59680,27658
59681,27655
59682,27655
59683,27657
59684,27659
59685,27661
59686,27660
59687,27662
59688,27662
59689,27661
59690,27663
59691,27659
59692,27660
59693,27660
59694,27659
59695,27656
59696,27653
59697,27654
59698,27651
59699,27650
59700,27649
59701,27650
59702,27650
59703,27650
59704,27647
59705,27645
59706,27647
59707,27645
59708,27644
59709,27644
59710,27644
59711,27643
59712,27639
59713,27636
59714,27639
59715,27636
59716,27639
59717,27639
59718,27639
59719,27639
59720,27639
59721,27641
59722,27640
59723,27640
59724,27642
59725,27645
59726,27645
59727,27644
59728,27643
59729,27640
59730,27637
59731,27636
59732,27637
59733,27636
59734,27635
59735,27642
59736,27644
59737,27650
59738,27654
59739,27651
59740,27658
59741,27657
59742,27657
59743,27660
59744,27662
59745,27665
59746,27660
59747,27661
59748,27659
59749,27655
59750,27655
59751,27656
59752,27653
59753,27655
59754,27660
59755,27652
59756,27650
59757,27651
59758,27649
59759,27652
59760,27650
59761,27655
59762,27647
59763,27652
59764,27650
59765,27644
59766,27648
59767,27647
59768,27642
59769,27646
59770,27648
59771,27645
59772,27645
59773,27645
59774,27645
59775,27646
59776,27640
59777,27639
59778,27639
59779,27636
59780,27637
59781,27637
59782,27636
59783,27633
59784,27635
59785,27631
59786,27626
59787,27625
59788,27620
59789,27618
59790,27616
59791,27612
59792,27609
59793,27614
59794,27620
59795,27620
59796,27610
59797,27614
59798,27610
59799,27613
59800,27609
59801,27609
59802,27611
59803,27611
59804,27612
59805,27616
59806,27619
59807,27641
59808,27641
59809,27649
59810,27657
59811,27664
59812,27664
59813,27662
59814,27655
59815,27646
59816,27638
59817,27652
59818,27659
59819,27658
59820,27655
59821,27653
59822,27652
59823,27643
59824,27639
59825,27641
59826,27641
59827,27647
59828,27621
59829,27626
59830,27621
59831,27605
59832,27600
59833,27595
59834,27603
59835,27620
59836,27616
59837,27622
59838,27620
59839,27619
59840,27620
59841,27605
59842,27611
59843,27608
59844,27592
59845,27597
59846,27596
59847,27595
59848,27608
59849,27618
59850,27615
59851,27617
59852,27615
59853,27610
59854,27603
59855,27621
59856,27625
59857,27630
59858,27630
59859,27628
59860,27630
59861,27620
59862,27621
59863,27620
59864,27628
59865,27625
59866,27633
59867,27636
59868,27639
59869,27642
59870,27645
59871,27637
59872,27630
59873,27617
59874,27625
59875,27642
59876,27640
59877,27635
59878,27640
59879,27640
59880,27644
59881,27649
59882,27650
59883,27653
59884,27646
59885,27649
59886,27648
59887,27637
59888,27645
59889,27646
59890,27647
59891,27650
59892,27650
59893,27650
59894,27643
59895,27650
59896,27223
59897,27640
59898,27642
59899,27644
59900,27645
59901,27647
59902,27650
59903,27654
59904,27656
59905,27658
59906,27656
59907,27654
59908,27657
59909,27648
59910,27658
59911,27660
59912,27663
59913,27660
59914,27665
59915,27655
59916,27648
59917,27655
59918,27662
59919,27662
59920,27662
59921,27662
59922,27660
59923,27665
59924,27667
59925,27672
59926,27661
59927,27665
59928,27662
59929,27671
59930,27671
59931,27674
59932,27673
59933,27665
59934,27665
59935,27657
59936,27651
59937,27647
59938,27663
59939,27659
59940,27665
59941,27665
59942,27665
59943,27677
59944,27677
59945,27680
59946,27250
59947,27673
59948,27672
59949,27661
59950,27661
59951,27666
59952,27668
59953,27667
59954,27675
59955,27679
59956,27670
59957,27675
59958,27676
59959,27676
59960,27678
59961,27681
59962,27252
59963,27686
59964,27681
59965,27677
59966,27676
59967,27677
59968,27676
59969,27684
59970,27678
59971,27680
59972,27676
59973,27681
59974,27677
59975,27671
59976,27667
59977,27668
59978,27666
59979,27663
59980,27663
59981,27664
59982,27669
59983,27663
59984,27661
59985,27666
59986,27665
59987,27658
59988,27663
59989,27660
59990,27658
59991,27654
59992,27660
59993,27662
59994,27663
59995,27650
59996,27656
59997,27656
59998,27656
59999,27654
60000,27656
60001,27657
60002,27656
60003,27660
60004,27662
60005,27662
60006,27666
60007,27671
60008,27675
60009,27676
60010,27676
60011,27676
60012,27680
60013,27684
60014,27676
60015,27684
60016,27676
60017,27672
60018,27670
60019,27668
60020,27662
60021,27662
60022,27657
60023,27657
60024,27656
60025,27656
60026,27654
60027,27657
60028,27668
60029,27665
60030,27661
60031,27656
60032,27651
60033,27650
60034,27650
60035,27663
60036,27666
60037,27662
60038,27659
60039,27655
60040,27652
60041,27649
60042,27645
60043,27642
60044,27643
60045,27639
60046,27637
60047,27635
60048,27627
60049,27617
60050,27611
60051,27614
60052,27616
60053,27620
60054,27621
60055,27634
60056,27619
60057,27619
60058,27613
60059,27613
60060,27605
60061,27608
60062,27610
60063,27610
60064,27603
60065,27600
60066,27600
60067,27598
60068,27589
60069,27586
60070,27582
60071,27584
60072,27582
60073,27581
60074,27579
60075,27582
60076,27585
60077,27589
60078,27591
60079,27593
60080,27594
60081,27596
60082,27598
60083,27597
60084,27598
60085,27600
60086,27600
60087,27605
60088,27606
60089,27599
60090,27590
60091,27585
60092,27581
60093,27577
60094,27573
60095,27571
60096,27580
60097,27575
60098,27565
60099,27560
60100,27558
60101,27551
60102,27550
60103,27556
60104,27562
60105,27583
60106,27571
60107,27581
60108,27583
60109,27557
60110,27559
60111,27551
60112,27557
60113,27553
60114,27551
60115,27555
60116,27562
60117,27564
60118,27574
60119,27581
60120,27568
60121,27561
60122,27555
60123,27555
60124,27548
60125,27550
60126,27550
60127,27553
60128,27550
60129,27557
60130,27558
60131,27561
60132,27560
60133,27559
60134,27554
60135,27556
60136,27550
60137,27551
60138,27553
60139,27556
60140,27553
60141,27553
60142,27558
60143,27550
60144,27545
60145,27542
60146,27536
60147,27529
60148,27530
60149,27527
60150,27530
60151,27539
60152,27536
60153,27539
60154,27545
60155,27546
60156,27549
60157,27553
60158,27565
60159,27571
60160,27568
60161,27551
60162,27554
60163,27559
60164,27560
60165,27559
60166,27569
60167,27572
60168,27567
60169,27570
60170,27565
60171,27558
60172,27556
60173,27561
60174,27560
60175,27564
60176,27551
60177,27550
60178,27555
60179,27558
60180,27560
60181,27565
60182,27568
60183,27574
60184,27580
60185,27583
60186,27585
60187,27588
60188,27590
60189,27585
60190,27577
60191,27561
60192,27560
60193,27562
60194,27566
60195,27574
60196,27577
60197,27563
60198,27560
60199,27555
60200,27551
60201,27554
60202,27543
60203,27561
60204,27562
60205,27561
60206,27566
60207,27566
60208,27563
60209,27559
60210,27557
60211,27551
60212,27550
60213,27551
60214,27554
60215,27553
60216,27554
60217,27559
60218,27559
60219,27560
60220,27556
60221,27551
60222,27550
60223,27548
60224,27548
60225,27546
60226,27547
60227,27557
60228,27560
60229,27560
60230,27556
60231,27557
60232,27557
