,last
8705,25383
8706,25382
8707,25382
8708,25384
8709,25387
8710,25389
8711,25390
8712,25389
8713,25392
8714,25395
8715,25396
8716,25400
8717,25400
8718,25400
8719,25394
8720,25391
8721,25388
8722,25388
8723,25392
8724,25395
8725,25393
8726,25385
8727,25382
8728,25385
8729,25385
8730,25382
8731,25377
8732,25373
8733,25371
8734,25375
8735,25377
8736,25379
8737,25375
8738,25379
8739,25379
8740,25375
8741,25371
8742,25365
8743,25360
8744,25355
8745,25360
8746,25360
8747,25362
8748,25357
8749,25354
8750,25349
8751,25358
8752,25355
8753,25356
8754,25354
8755,25357
8756,25360
8757,25364
8758,25361
8759,25365
8760,25366
8761,25362
8762,25361
8763,25352
8764,25349
8765,25355
8766,25356
8767,25354
8768,25354
8769,25355
8770,25360
8771,25362
8772,25360
8773,25357
8774,25362
8775,25364
8776,25366
8777,25366
8778,25365
8779,25365
8780,25365
8781,25367
8782,25369
8783,25367
8784,25367
8785,25370
8786,25370
8787,25370
8788,25371
8789,25587
8790,25582
8791,25587
8792,25590
8793,25590
8794,25600
8795,25608
8796,25608
8797,25607
8798,25607
8799,25599
8800,25596
8801,25590
8802,25595
8803,25592
8804,25595
8805,25588
8806,25588
8807,25595
8808,25593
8809,25598
8810,25597
8811,25598
8812,25601
8813,25601
8814,25599
8815,25604
8816,25604
8817,25610
8818,25602
8819,25601
8820,25609
8821,25610
8822,25604
8823,25611
8824,25615
8825,25619
8826,25620
8827,25616
8828,25619
8829,25616
8830,25615
8831,25613
8832,25622
8833,25620
8834,25627
8835,25629
8836,25629
8837,25629
8838,25629
8839,25629
8840,25630
8841,25630
8842,25631
8843,25627
8844,25631
8845,25627
8846,25629
8847,25628
8848,25627
8849,25627
8850,25629
8851,25634
8852,25637
8853,25644
8854,25650
8855,25655
8856,25670
8857,25675
8858,25680
8859,25680
8860,25628
8861,25658
8862,25639
8863,25650
8864,25652
8865,25668
8866,25676
8867,25658
8868,25656
8869,25659
8870,25655
8871,25659
8872,25654
8873,25654
8874,25656
8875,25656
8876,25655
8877,25654
8878,25654
8879,25656
8880,25654
8881,25657
8882,25657
8883,25650
8884,25650
8885,25656
8886,25655
8887,25655
8888,25655
8889,25653
8890,25654
8891,25654
8892,25653
8893,25654
8894,25652
8895,25654
8896,25653
8897,25651
8898,25650
8899,25650
8900,25650
8901,25651
8902,25650
8903,25648
8904,25646
8905,25646
8906,25644
8907,25644
8908,25645
8909,25646
8910,25647
8911,25646
8912,25648
8913,25647
8914,25650
8915,25646
8916,25646
8917,25648
8918,25651
8919,25651
8920,25651
8921,25653
8922,25658
8923,25656
8924,25656
8925,25660
8926,25660
8927,25660
8928,25659
8929,25660
8930,25663
8931,25664
8932,25664
8933,25662
8934,25661
8935,25666
8936,25667
8937,25665
8938,25664
8939,25664
8940,25664
8941,25664
8942,25662
8943,25660
8944,25663
8945,25664
8946,25660
8947,25662
8948,25661
8949,25660
8950,25663
8951,25663
8952,25663
8953,25665
8954,25666
8955,25666
8956,25665
8957,25665
8958,25664
8959,25663
8960,25660
8961,25660
8962,25662
8963,25660
8964,25659
8965,25661
8966,25660
8967,25663
8968,25663
8969,25662
8970,25659
8971,25660
8972,25658
8973,25660
8974,25660
8975,25660
8976,25660
8977,25659
8978,25659
8979,25659
8980,25658
8981,25657
8982,25659
8983,25660
8984,25659
8985,25658
8986,25662
8987,25661
8988,25660
8989,25663
8990,25222
8991,25666
8992,25665
8993,25665
8994,25668
8995,25669
8996,25669
8997,25671
8998,25668
8999,25668
9000,25671
9001,25674
9002,25673
9003,25675
9004,25677
9005,25677
9006,25677
9007,25676
9008,25676
9009,25675
9010,25672
9011,25669
9012,25667
9013,25666
9014,25668
9015,25668
9016,25669
9017,25669
9018,25670
9019,25669
9020,25668
9021,25668
9022,25666
9023,25666
9024,25666
9025,25665
9026,25667
9027,25671
9028,25671
9029,25669
9030,25669
9031,25668
9032,25665
9033,25666
9034,25667
9035,25665
9036,25665
9037,25668
9038,25666
9039,25667
9040,25667
9041,25667
9042,25665
9043,25664
9044,25664
9045,25663
9046,25663
9047,25662
9048,25662
9049,25663
9050,25665
9051,25666
9052,25667
9053,25666
9054,25663
9055,25665
9056,25661
9057,25658
9058,25658
9059,25658
9060,25660
9061,25662
9062,25662
9063,25662
9064,25663
9065,25662
9066,25660
9067,25660
9068,25661
9069,25660
9070,25662
9071,25662
9072,25664
9073,25666
9074,25666
9075,25665
9076,25663
9077,25663
9078,25660
9079,25658
9080,25658
9081,25656
9082,25655
9083,25656
9084,25653
9085,25652
9086,25652
9087,25651
9088,25652
9089,25652
9090,25650
9091,25647
9092,25646
9093,25645
9094,25643
9095,25642
9096,25641
9097,25640
9098,25637
9099,25637
9100,25640
9101,25640
9102,25643
9103,25642
9104,25640
9105,25638
9106,25637
9107,25635
9108,25635
9109,25637
9110,25633
9111,25631
9112,25629
9113,25628
9114,25626
9115,25624
9116,25627
9117,25629
9118,25630
9119,25630
9120,25630
9121,25631
9122,25631
9123,25629
9124,25630
9125,25630
9126,25629
9127,25625
9128,25625
9129,25626
9130,25626
9131,25622
9132,25621
9133,25620
9134,25617
9135,25618
9136,25615
9137,25614
9138,25617
9139,25613
9140,25613
9141,25613
9142,25612
9143,25611
9144,25611
9145,25611
9146,25612
9147,25611
9148,25610
9149,25609
9150,25610
9151,25612
9152,25609
9153,25609
9154,25608
9155,25610
9156,25606
9157,25605
9158,25609
9159,25612
9160,25612
9161,25613
9162,25613
9163,25613
9164,25613
9165,25613
9166,25612
9167,25615
9168,25616
9169,25615
9170,25618
9171,25615
9172,25615
9173,25616
9174,25618
9175,25617
9176,25617
9177,25620
9178,25617
9179,25615
9180,25615
9181,25613
9182,25615
9183,25614
9184,25611
9185,25608
9186,25605
9187,25605
9188,25606
9189,25607
9190,25609
9191,25607
9192,25605
9193,25604
9194,25604
9195,25604
9196,25604
9197,25605
9198,25606
9199,25610
9200,25606
9201,25609
9202,25609
9203,25609
9204,25609
9205,25611
9206,25613
9207,25612
9208,25614
9209,25614
9210,25613
9211,25615
9212,25615
9213,25615
9214,25616
9215,25617
9216,25615
9217,25616
9218,25618
9219,25618
9220,25619
9221,25622
9222,25625
9223,25624
9224,25624
9225,25623
9226,25623
9227,25625
9228,25627
9229,25628
9230,25629
9231,25629
9232,25630
9233,25633
9234,25635
9235,25636
9236,25635
9237,25638
9238,25638
9239,25638
9240,25638
9241,25637
9242,25639
9243,25640
9244,25644
9245,25646
9246,25645
9247,25645
9248,25645
9249,25645
9250,25645
9251,25645
9252,25645
9253,25641
9254,25642
9255,25643
9256,25641
9257,25639
9258,25639
9259,25637
9260,25637
9261,25637
9262,25636
9263,25641
9264,25644
9265,25644
9266,25643
9267,25642
9268,25643
9269,25643
9270,25644
9271,25647
9272,25649
9273,25650
9274,25650
9275,25655
9276,25656
9277,25657
9278,25659
9279,25659
9280,25662
9281,25659
9282,25662
9283,25661
9284,25659
9285,25657
9286,25653
9287,25651
9288,25635
9289,25643
9290,25653
9291,25657
9292,25663
9293,25663
9294,25664
9295,25662
9296,25665
9297,25665
9298,25665
9299,25665
9300,25665
9301,25666
9302,25668
9303,25669
9304,25671
9305,25671
9306,25673
9307,25675
9308,25676
9309,25678
9310,25676
9311,25675
9312,25673
9313,25673
9314,25674
9315,25673
9316,25676
9317,25679
9318,25680
9319,25680
9320,25684
9321,25685
9322,25685
9323,25682
9324,25681
9325,25679
9326,25676
9327,25676
9328,25671
9329,25670
9330,25668
9331,25669
9332,25668
9333,25667
9334,25669
9335,25668
9336,25665
9337,25668
9338,25668
9339,25669
9340,25669
9341,25669
9342,25670
9343,25673
9344,25670
9345,25669
9346,25668
9347,25668
9348,25666
9349,25665
9350,25664
9351,25661
9352,25662
9353,25663
9354,25664
9355,25665
9356,25662
9357,25663
9358,25662
9359,25661
9360,25663
9361,25662
9362,25661
9363,25660
9364,25660
9365,25661
9366,25661
9367,25661
9368,25662
9369,25658
9370,25657
9371,25659
9372,25661
9373,25658
9374,25659
9375,25659
9376,25657
9377,25656
9378,25658
9379,25658
9380,25657
9381,25657
9382,25660
9383,25660
9384,25660
9385,25658
9386,25656
9387,25654
9388,25651
9389,25653
9390,25656
9391,25655
9392,25657
9393,25655
9394,25654
9395,25657
9396,25657
9397,25657
9398,25652
9399,25651
9400,25650
9401,25648
9402,25652
9403,25647
9404,25645
9405,25648
9406,25650
9407,25647
9408,25647
9409,25644
9410,25640
9411,25644
9412,25647
9413,25650
9414,25648
9415,25650
9416,25651
9417,25652
9418,25652
9419,25653
9420,25650
9421,25650
9422,25653
9423,25655
9424,25652
9425,25650
9426,25650
9427,25647
9428,25651
9429,25649
9430,25649
9431,25649
9432,25649
9433,25647
9434,25651
9435,25647
9436,25646
9437,25645
9438,25645
9439,25643
9440,25643
9441,25642
9442,25640
9443,25641
9444,25643
9445,25640
9446,25640
9447,25641
9448,25645
9449,25645
9450,25650
9451,25647
9452,25648
9453,25648
9454,25649
9455,25649
9456,25648
9457,25643
9458,25644
9459,25643
9460,25644
9461,25644
9462,25644
9463,25646
9464,25651
9465,25648
9466,25648
9467,25647
9468,25645
9469,25647
9470,25646
9471,25645
9472,25645
9473,25646
9474,25646
9475,25647
9476,25644
9477,25643
9478,25644
9479,25646
9480,25647
9481,25645
9482,25643
9483,25642
9484,25645
9485,25646
9486,25643
9487,25641
9488,25641
9489,25641
9490,25641
9491,25642
9492,25643
9493,25643
9494,25643
9495,25641
9496,25641
9497,25643
9498,25645
9499,25644
9500,25645
9501,25645
9502,25645
9503,25645
9504,25646
9505,25648
9506,25645
9507,25644
9508,25643
9509,25645
9510,25647
9511,25649
9512,25648
9513,25650
9514,25651
9515,25651
9516,25653
9517,25656
9518,25657
9519,25657
9520,25656
9521,25657
9522,25660
9523,25661
9524,25663
9525,25663
9526,25665
9527,25665
9528,25666
9529,25666
9530,25667
9531,25666
9532,25668
9533,25668
9534,25668
9535,25668
9536,25670
9537,25668
9538,25670
9539,25673
9540,25673
9541,25674
9542,25672
9543,25672
9544,25671
9545,25671
9546,25671
9547,25670
9548,25669
9549,25667
9550,25670
9551,25672
9552,25672
9553,25672
9554,25671
9555,25675
9556,25674
9557,25672
9558,25672
9559,25671
9560,25674
9561,25676
9562,25677
9563,25677
9564,25678
9565,25678
9566,25677
9567,25679
9568,25679
9569,25678
9570,25676
9571,25672
9572,25664
9573,25664
9574,25667
9575,25668
9576,25671
9577,25673
9578,25672
9579,25670
9580,25669
9581,25668
9582,25665
9583,25661
9584,25661
9585,25661
9586,25664
9587,25665
9588,25664
9589,25661
9590,25660
9591,25657
9592,25654
9593,25654
9594,25654
9595,25654
9596,25656
9597,25657
9598,25659
9599,25658
9600,25659
9601,25659
9602,25656
9603,25654
9604,25654
9605,25656
9606,25655
9607,25652
9608,25651
9609,25649
9610,25649
9611,25650
9612,25647
9613,25645
9614,25646
9615,25647
9616,25647
9617,25647
9618,25648
9619,25648
9620,25645
9621,25646
9622,25644
9623,25644
9624,25643
9625,25643
9626,25641
9627,25640
9628,25640
9629,25640
9630,25639
9631,25638
9632,25638
9633,25636
9634,25635
9635,25635
9636,25634
9637,25634
9638,25635
9639,25637
9640,25635
9641,25633
9642,25632
9643,25630
9644,25630
9645,25634
9646,25633
9647,25633
9648,25633
9649,25630
9650,25634
9651,25634
9652,25631
9653,25630
9654,25630
9655,25635
9656,25639
9657,25641
9658,25641
9659,25642
9660,25643
9661,25642
9662,25640
9663,25640
9664,25641
9665,25639
9666,25639
9667,25641
9668,25641
9669,25644
9670,25649
9671,25647
9672,25645
9673,25646
9674,25646
9675,25650
9676,25653
9677,25657
9678,25660
9679,25662
9680,25660
9681,25659
9682,25663
9683,25659
9684,25658
9685,25658
9686,25662
9687,25665
9688,25666
9689,25670
9690,25674
9691,25675
9692,25676
9693,25675
9694,25676
9695,25678
9696,25679
9697,25680
9698,25681
9699,25679
9700,25679
9701,25680
9702,25683
9703,25685
9704,25686
9705,25690
9706,25693
9707,25687
9708,25686
9709,25689
9710,25690
9711,25691
9712,25690
9713,25690
9714,25689
9715,25687
9716,25691
9717,25695
9718,25696
9719,25698
9720,25698
9721,25698
9722,25697
9723,25700
9724,25700
9725,25702
9726,25707
9727,25706
9728,25706
9729,25707
9730,25703
9731,25704
9732,25702
9733,25701
9734,25701
9735,25701
9736,25692
9737,25690
9738,25690
9739,25690
9740,25697
9741,25694
9742,25693
9743,25693
9744,25694
9745,25696
9746,25698
9747,25698
9748,25700
9749,25699
9750,25698
9751,25698
9752,25698
9753,25698
9754,25695
9755,25693
9756,25688
9757,25689
9758,25690
9759,25691
9760,25690
9761,25687
9762,25685
9763,25681
9764,25676
9765,25669
9766,25658
9767,25649
9768,25645
9769,25643
9770,25641
9771,25660
9772,25664
9773,25664
9774,25673
9775,25675
9776,25677
9777,25685
9778,25680
9779,25682
9780,25678
9781,25675
9782,25674
9783,25678
9784,25675
9785,25671
9786,25672
9787,25670
9788,25674
9789,25675
9790,25678
9791,25675
9792,25673
9793,25669
9794,25662
9795,25660
9796,25664
9797,25668
9798,25668
9799,25668
9800,25670
9801,25667
9802,25671
9803,25671
9804,25669
9805,25668
9806,25663
9807,25660
9808,25658
9809,25661
9810,25665
9811,25671
9812,25670
9813,25670
9814,25669
9815,25667
9816,25665
9817,25661
9818,25660
9819,25656
9820,25655
9821,25656
9822,25660
9823,25661
9824,25663
9825,25666
9826,25665
9827,25664
9828,25661
9829,25661
9830,25663
9831,25664
9832,25667
9833,25665
9834,25668
9835,25669
9836,25672
9837,25669
9838,25673
9839,25672
9840,25671
9841,25670
9842,25671
9843,25676
9844,25676
9845,25676
9846,25677
9847,25678
9848,25678
9849,25679
9850,25679
9851,25682
9852,25685
9853,25685
9854,25688
9855,25690
9856,25691
9857,25690
9858,25691
9859,25689
9860,25684
9861,25684
9862,25683
9863,25680
9864,25677
9865,25675
9866,25679
9867,25683
9868,25685
9869,25682
9870,25685
9871,25690
9872,25690
9873,25695
9874,25697
9875,25694
9876,25693
9877,25689
9878,25689
9879,25686
9880,25685
9881,25680
9882,25672
9883,25672
9884,25673
9885,25675
9886,25679
9887,25680
9888,25683
9889,25684
9890,25683
9891,25683
9892,25684
9893,25681
9894,25682
9895,25680
9896,25680
9897,25682
9898,25681
9899,25680
9900,25682
9901,25681
9902,25681
9903,25680
9904,25681
9905,25676
9906,25676
9907,25675
9908,25675
9909,25676
9910,25680
9911,25681
9912,25685
9913,25685
9914,25686
9915,25689
9916,25690
9917,25691
9918,25696
9919,25700
9920,25700
9921,25705
9922,25706
9923,25701
9924,25697
9925,25696
9926,25699
9927,25703
9928,25701
9929,25700
9930,25695
9931,25690
9932,25691
9933,25691
9934,25688
9935,25688
9936,25693
9937,25693
9938,25693
9939,25693
9940,25694
9941,25695
9942,25690
9943,25690
9944,25693
9945,25697
9946,25693
9947,25693
9948,25698
9949,25696
9950,25698
9951,25699
9952,25700
9953,25704
9954,25707
9955,25709
9956,25710
9957,25712
9958,25715
9959,25717
9960,25717
9961,25719
9962,25720
9963,25723
9964,25724
9965,25723
9966,25722
9967,25728
9968,25727
9969,25725
9970,25723
9971,25727
9972,25730
9973,25729
9974,25729
9975,25732
9976,25735
9977,25737
9978,25737
9979,25736
9980,25733
9981,25733
9982,25730
9983,25733
9984,25728
9985,25724
9986,25721
9987,25718
9988,25721
9989,25724
9990,25724
9991,25727
9992,25730
9993,25731
9994,25733
9995,25731
9996,25728
9997,25727
9998,25724
9999,25723
10000,25728
10001,25732
10002,25732
10003,25733
10004,25735
10005,25735
10006,25740
10007,25748
10008,25747
10009,25746
10010,25747
10011,25746
10012,25744
10013,25743
10014,25745
10015,25748
10016,25750
10017,25750
10018,25748
10019,25747
10020,25747
10021,25744
10022,25743
10023,25748
10024,25755
10025,25757
10026,25757
10027,25756
10028,25752
10029,25753
10030,25751
10031,25755
10032,25752
10033,25756
10034,25758
10035,25758
10036,25759
10037,25760
10038,25765
10039,25764
10040,25760
10041,25759
10042,25754
10043,25752
10044,25751
10045,25752
10046,25752
10047,25750
10048,25750
10049,25749
10050,25747
10051,25745
10052,25743
10053,25740
10054,25745
10055,25745
10056,25746
10057,25750
10058,25753
10059,25753
10060,25753
10061,25752
10062,25748
10063,25749
10064,25749
10065,25751
10066,25755
10067,25756
10068,25756
10069,25753
10070,25753
10071,25751
10072,25749
10073,25750
10074,25750
10075,25750
10076,25753
10077,25754
10078,25757
10079,25755
10080,25755
10081,25753
10082,25755
10083,25758
10084,25763
10085,25760
10086,25758
10087,25758
10088,25755
10089,25755
10090,25752
10091,25750
10092,25756
10093,25757
10094,25755
10095,25753
10096,25750
10097,25752
10098,25754
10099,25756
10100,25763
10101,25766
10102,25765
10103,25768
10104,25770
10105,25770
10106,25767
10107,25767
10108,25767
10109,25767
10110,25767
10111,25767
10112,25767
10113,25765
10114,25769
10115,25773
10116,25772
10117,25773
10118,25773
10119,25773
10120,25775
10121,25777
10122,25776
10123,25775
10124,25772
10125,25771
10126,25770
10127,25770
10128,25769
10129,25765
10130,25765
10131,25766
10132,25763
10133,25763
10134,25763
10135,25761
10136,25765
10137,25764
10138,25764
10139,25765
10140,25765
10141,25768
10142,25769
10143,25770
10144,25777
10145,25778
10146,25778
10147,25776
10148,25775
10149,25774
10150,25772
10151,25768
10152,25772
10153,25769
10154,25768
10155,25766
10156,25769
10157,25770
10158,25770
10159,25771
10160,25769
10161,25765
10162,25764
10163,25767
10164,25764
10165,25761
10166,25766
10167,25765
10168,25765
10169,25768
10170,25763
10171,25760
10172,25759
10173,25762
10174,25764
10175,25763
10176,25763
10177,25765
10178,25766
10179,25768
10180,25770
10181,25770
10182,25772
10183,25773
10184,25777
10185,25780
10186,25780
10187,25784
10188,25783
10189,25788
10190,25788
10191,25787
10192,25787
10193,25787
10194,25787
10195,25786
10196,25788
10197,25790
10198,25790
10199,25791
10200,25791
10201,25791
10202,25792
10203,25794
10204,25794
10205,25797
10206,25797
10207,25797
10208,25797
10209,25795
10210,25797
10211,25798
10212,25800
10213,25800
10214,25800
10215,25802
10216,25799
10217,25801
10218,25800
10219,25800
10220,25796
10221,25793
10222,25793
10223,25791
10224,25792
10225,25794
10226,25795
10227,25797
10228,25800
10229,25800
10230,25799
10231,25799
10232,25798
10233,25795
10234,25791
10235,25789
10236,25785
10237,25784
10238,25788
10239,25791
10240,25792
10241,25798
10242,25795
10243,25797
10244,25800
10245,25801
10246,25801
10247,25801
10248,25802
10249,25807
10250,25804
10251,25802
10252,25800
10253,25800
10254,25798
10255,25800
10256,25798
10257,25799
10258,25803
10259,25806
10260,25806
10261,25811
10262,25813
10263,25811
10264,25815
10265,25812
10266,25807
10267,25805
10268,25801
10269,25801
10270,25801
10271,25799
10272,25802
10273,25805
10274,25807
10275,25812
10276,25812
10277,25812
10278,25813
10279,25818
10280,25820
10281,25820
10282,25820
10283,25823
10284,25818
10285,25818
10286,25815
10287,25818
10288,25819
10289,25816
10290,25814
10291,25812
10292,25812
10293,25812
10294,25812
10295,25812
10296,25811
10297,25811
10298,25814
10299,25816
10300,25812
10301,25813
10302,25811
10303,25809
10304,25809
10305,25810
10306,25806
10307,25804
10308,25801
10309,25801
10310,25804
10311,25803
10312,25805
10313,25805
10314,25808
10315,25812
10316,25812
10317,25812
10318,25812
10319,25804
10320,25802
10321,25799
10322,25799
10323,25798
10324,25794
10325,25794
10326,25797
10327,25795
10328,25794
10329,25790
10330,25789
10331,25791
10332,25800
10333,25797
10334,25798
10335,25797
10336,25789
10337,25788
10338,25790
10339,25792
10340,25794
10341,25796
10342,25798
10343,25800
10344,25798
10345,25798
10346,25801
10347,25797
10348,25804
10349,25811
10350,25803
10351,25800
10352,25794
10353,25792
10354,25791
10355,25792
10356,25789
10357,25786
10358,25790
10359,25786
10360,25785
10361,25784
10362,25788
10363,25787
10364,25790
10365,25789
10366,25784
10367,25782
10368,25783
10369,25784
10370,25784
10371,25789
10372,25786
10373,25784
10374,25788
10375,25788
10376,25785
10377,25782
10378,25783
10379,25783
10380,25786
10381,25784
10382,25782
10383,25782
10384,25783
10385,25781
10386,25784
10387,25786
10388,25792
10389,25793
10390,25793
10391,25795
10392,25796
10393,25794
10394,25798
10395,25798
10396,25796
10397,25795
10398,25798
10399,25800
10400,25801
10401,25797
10402,25798
10403,25792
10404,25790
10405,25787
10406,25789
10407,25796
10408,25795
10409,25792
10410,25789
10411,25792
10412,25792
10413,25793
10414,25789
10415,25787
10416,25785
10417,25783
10418,25780
10419,25778
10420,25779
10421,25779
10422,25775
10423,25778
10424,25780
10425,25784
10426,25787
10427,25779
10428,25778
10429,25779
10430,25779
10431,25781
10432,25782
10433,25781
10434,25783
10435,25787
10436,25792
10437,25790
10438,25793
10439,25792
10440,25791
10441,25795
10442,25796
10443,25793
10444,25798
10445,25800
10446,25794
10447,25792
10448,25795
10449,25792
10450,25792
10451,25792
10452,25795
10453,25797
10454,25799
10455,25797
10456,25796
10457,25796
10458,25790
10459,25789
10460,25793
10461,25793
10462,25794
10463,25798
10464,25795
10465,25792
10466,25792
10467,25793
10468,25793
10469,25792
10470,25792
10471,25792
10472,25792
10473,25792
10474,25792
10475,25794
10476,25794
10477,25796
10478,25797
10479,25799
10480,25800
10481,25800
10482,25800
10483,25803
10484,25806
10485,25808
10486,25808
10487,25809
10488,25809
10489,25809
10490,25809
10491,25809
10492,25804
10493,25803
10494,25803
10495,25794
10496,25799
10497,25803
10498,25805
10499,25804
10500,25806
10501,25805
10502,25808
10503,25809
10504,25809
10505,25809
10506,25809
10507,25809
10508,25811
10509,25813
10510,25813
10511,25811
10512,25812
10513,25814
10514,25814
10515,25816
10516,25812
10517,25809
10518,25807
10519,25809
10520,25810
10521,25810
10522,25809
10523,25813
10524,25815
10525,25815
10526,25815
10527,25815
10528,25815
10529,25816
10530,25818
10531,25815
10532,25816
10533,25813
10534,25814
10535,25815
10536,25818
10537,25818
10538,25816
10539,25820
10540,25816
10541,25820
10542,25823
10543,25824
10544,25828
10545,25830
10546,25830
10547,25827
10548,25833
10549,25834
10550,25831
10551,25831
10552,25835
10553,25833
10554,25834
10555,25833
10556,25832
10557,25831
10558,25833
10559,25830
10560,25830
10561,25828
10562,25833
10563,25835
10564,25834
10565,25834
10566,25833
10567,25834
10568,25833
10569,25833
10570,25833
10571,25833
10572,25833
10573,25833
10574,25833
10575,25833
10576,25832
10577,25833
10578,25834
10579,25835
10580,25839
10581,25840
10582,25842
10583,25840
10584,25839
10585,25839
10586,25839
10587,25839
10588,25839
10589,25839
10590,25839
10591,25838
10592,25837
10593,25838
10594,25842
10595,25844
10596,25844
10597,25844
10598,25843
10599,25840
10600,25841
10601,25840
10602,25837
10603,25835
10604,25836
10605,25840
10606,25844
10607,25842
10608,25842
10609,25842
10610,25840
10611,25838
10612,25838
10613,25838
10614,25837
10615,25838
10616,25834
10617,25834
10618,25834
10619,25830
10620,25826
10621,25824
10622,25825
10623,25825
10624,25825
10625,25825
10626,25829
10627,25826
10628,25826
10629,25825
10630,25826
10631,25822
10632,25819
10633,25816
10634,25817
10635,25815
10636,25810
10637,25812
10638,25806
10639,25808
10640,25808
10641,25808
10642,25808
10643,25805
10644,25804
10645,25808
10646,25808
10647,25806
10648,25809
10649,25805
10650,25805
10651,25803
10652,25800
10653,25800
10654,25801
10655,25802
10656,25798
10657,25796
10658,25796
10659,25796
10660,25796
10661,25798
10662,25795
10663,25794
10664,25792
10665,25794
10666,25792
10667,25796
10668,25795
10669,25796
10670,25797
10671,25795
10672,25795
10673,25796
10674,25797
10675,25798
10676,25799
10677,25798
10678,25800
10679,25803
10680,25800
10681,25799
10682,25802
10683,25808
10684,25803
10685,25799
10686,25796
10687,25795
10688,25795
10689,25798
10690,25794
10691,25795
10692,25793
10693,25794
10694,25793
10695,25790
10696,25789
10697,25791
10698,25789
10699,25790
10700,25790
10701,25790
10702,25793
10703,25790
10704,25789
10705,25789
10706,25783
10707,25783
10708,25789
10709,25784
10710,25782
10711,25780
10712,25780
10713,25781
10714,25780
10715,25777
10716,25779
10717,25778
10718,25775
10719,25773
10720,25773
10721,25774
10722,25770
10723,25769
10724,25767
10725,25767
10726,25771
10727,25771
10728,25769
10729,25770
10730,25771
10731,25770
10732,25768
10733,25767
10734,25768
10735,25766
10736,25762
10737,25760
10738,25758
10739,25756
10740,25757
10741,25757
10742,25762
10743,25762
10744,25762
10745,25763
10746,25763
10747,25766
10748,25766
10749,25770
10750,25765
10751,25764
10752,25764
10753,25762
10754,25760
10755,25760
10756,25761
10757,25762
10758,25766
10759,25763
10760,25764
10761,25763
10762,25759
10763,25764
10764,25762
10765,25764
10766,25766
10767,25762
10768,25761
10769,25760
10770,25763
10771,25765
10772,25767
10773,25765
10774,25765
10775,25766
10776,25770
10777,25771
10778,25771
10779,25769
10780,25767
10781,25766
10782,25766
10783,25769
10784,25770
10785,25769
10786,25766
10787,25766
10788,25769
10789,25763
10790,25770
10791,25770
10792,25773
10793,25773
10794,25772
10795,25772
10796,25771
10797,25772
10798,25775
10799,25775
10800,25773
10801,25771
10802,25768
10803,25769
10804,25772
10805,25772
10806,25772
10807,25772
10808,25768
10809,25770
10810,25773
10811,25774
10812,25773
10813,25776
10814,25772
10815,25770
10816,25770
10817,25771
10818,25770
10819,25771
10820,25771
10821,25772
10822,25773
10823,25770
10824,25770
10825,25770
10826,25769
10827,25765
10828,25765
10829,25765
10830,25770
10831,25764
10832,25762
10833,25765
10834,25765
10835,25766
10836,25762
10837,25762
10838,25760
10839,25759
10840,25760
10841,25765
10842,25768
10843,25765
10844,25765
10845,25766
10846,25767
10847,25769
10848,25766
10849,25764
10850,25763
10851,25767
10852,25765
10853,25768
10854,25769
10855,25765
10856,25764
10857,25767
10858,25763
10859,25761
10860,25760
10861,25760
10862,25758
10863,25758
10864,25759
10865,25762
10866,25763
10867,25766
10868,25769
10869,25770
10870,25772
10871,25770
10872,25770
10873,25773
10874,25770
10875,25770
10876,25770
10877,25767
10878,25767
10879,25768
10880,25765
10881,25765
10882,25765
10883,25763
10884,25765
10885,25760
10886,25762
10887,25765
10888,25766
10889,25768
10890,25767
10891,25767
10892,25769
10893,25768
10894,25766
10895,25763
10896,25762
10897,25761
10898,25759
10899,25760
10900,25760
10901,25760
10902,25760
10903,25760
10904,25760
10905,25760
10906,25756
10907,25754
10908,25755
10909,25758
10910,25758
10911,25759
10912,25760
10913,25760
10914,25763
10915,25764
10916,25764
10917,25767
10918,25767
10919,25768
10920,25767
10921,25766
10922,25765
10923,25765
10924,25765
10925,25764
10926,25763
10927,25764
10928,25765
10929,25766
10930,25767
10931,25763
10932,25762
10933,25761
10934,25760
10935,25761
10936,25763
10937,25762
10938,25762
10939,25763
10940,25765
10941,25764
10942,25762
10943,25765
10944,25767
10945,25770
10946,25771
10947,25772
10948,25771
10949,25769
10950,25768
10951,25768
10952,25772
10953,25772
10954,25775
10955,25775
10956,25775
10957,25776
10958,25772
10959,25770
10960,25768
10961,25771
10962,25767
10963,25776
10964,25778
10965,25776
10966,25774
10967,25779
10968,25779
10969,25775
10970,25774
10971,25775
10972,25776
10973,25774
10974,25774
10975,25776
10976,25775
10977,25778
10978,25772
10979,25773
10980,25777
10981,25781
10982,25780
10983,25780
10984,25783
10985,25782
10986,25779
10987,25780
10988,25779
10989,25776
10990,25775
10991,25779
10992,25780
10993,25779
10994,25777
10995,25776
10996,25775
10997,25775
10998,25773
10999,25773
11000,25777
11001,25777
11002,25778
11003,25778
11004,25778
11005,25778
11006,25778
11007,25779
11008,25781
11009,25780
11010,25786
11011,25787
11012,25786
11013,25785
11014,25787
11015,25790
11016,25790
11017,25785
11018,25790
11019,25790
11020,25790
11021,25793
11022,25793
11023,25794
11024,25792
11025,25794
11026,25794
11027,25796
11028,25798
11029,25799
11030,25800
11031,25800
11032,25800
11033,25800
11034,25800
11035,25799
11036,25797
